iter	Passed	Remaining
1663	169545	645575
1664	169661	645529
1665	169788	645520
1666	169894	645435
1667	169993	645324
1668	170087	645189
1669	170173	645027
1670	170261	644874
1671	170366	644785
1672	170478	644720
1673	170587	644645
1674	170702	644592
1675	170831	644592
1676	170939	644512
1677	171033	644381
1678	171143	644309
1679	171247	644216
1680	171358	644149
1681	171474	644101
1682	171590	644051
1683	171677	643892
1684	171797	643856
1685	171903	643772
1686	171986	643599
1687	172093	643514
1688	172189	643390
1689	172276	643233
1690	172381	643143
1691	172477	643017
1692	172555	642828
1693	172655	642717
1694	172757	642615
1695	172882	642602
1696	172991	642523
1697	173093	642424
1698	173201	642344
1699	173307	642259
1700	173397	642109
1701	173516	642073
1702	173639	642049
1703	173783	642101
1704	173910	642090
1705	174043	642103
1706	174162	642064
1707	174284	642035
1708	174416	642044
1709	174524	641963
1710	174628	641868
1711	174720	641729
1712	174856	641753
1713	174951	641626
1714	175066	641571
1715	175166	641459
1716	175283	641411
1717	175400	641365
1718	175513	641303
1719	175633	641267
1720	175758	641248
1721	175854	641123
1722	175967	641061
1723	176071	640966
1724	176186	640910
1725	176292	640821
1726	176389	640701
1727	176483	640570
1728	176597	640511
1729	176710	640447
1730	176815	640357
1731	176931	640302
1732	177049	640260
1733	177145	640135
1734	177242	640014
1735	177358	639960
1736	177471	639898
1737	177580	639822
1738	177675	639693
1739	177794	639652
1740	177873	639464
1741	177979	639376
1742	178089	639303
1743	178190	639195
1744	178299	639117
1745	178384	638955
1746	178477	638819
1747	178596	638777
1748	178692	638654
1749	178806	638594
1750	178908	638491
1751	179008	638383
1752	179117	638304
1753	179227	638229
1754	179343	638175
1755	179451	638096
1756	179539	637943
1757	179663	637917
1758	179770	637832
1759	179871	637725
1760	179973	637623
1761	180087	637563
1762	180199	637496
1763	180307	637413
1764	180421	637352
1765	180533	637284
1766	180631	637169
1767	180750	637124
1768	180853	637024
1769	180967	636965
1770	181086	636922
1771	181185	636806
1772	181288	636709
1773	181384	636585
1774	181492	636500
1775	181597	636410
1776	181700	636308
1777	181796	636186
1778	181882	636027
1779	181997	635968
1780	182093	635845
1781	182199	635754
1782	182309	635681
1783	182401	635543
1784	182488	635386
1785	182584	635262
1786	182725	635296
1787	182906	635467
1788	182995	635320
1789	183130	635328
1790	183261	635327
1791	183378	635275
1792	183468	635131
1793	183589	635091
1794	183702	635027
1795	183830	635013
1796	183935	634920
1797	184046	634849
1798	184155	634768
1799	184249	634638
1800	184346	634517
1801	184447	634410
1802	184547	634297
1803	184648	634192
1804	184745	634072
1805	184869	634043
1806	184981	633972
1807	185093	633903
1808	185203	633827
1809	185316	633762
1810	185426	633686
1811	185536	633607
1812	185646	633532
1813	185735	633383
1814	185827	633246
1815	185940	633182
1816	186054	633119
1817	186163	633036
1818	186276	632971
1819	186392	632916
1820	186491	632801
1821	186591	632690
1822	186705	632626
1823	186835	632616
1824	186938	632518
1825	187130	632717
1826	187257	632700
1827	187368	632625
1828	187484	632568
1829	187588	632470
1830	187680	632333
1831	187787	632244
1832	187894	632159
1833	187988	632026
1834	188098	631950
1835	188198	631838
1836	188294	631713
1837	188388	631581
1838	188475	631430
1839	188586	631355
1840	188690	631256
1841	188816	631232
1842	188900	631070
1843	188990	630926
1844	189084	630795
1845	189195	630721
1846	189279	630554
1847	189393	630490
1848	189508	630429
1849	189627	630383
1850	189738	630309
1851	189850	630237
1852	189937	630084
1853	190038	629977
1854	190144	629884
1855	190256	629814
1856	190369	629746
1857	190465	629623
1858	190557	629487
1859	190651	629354
1860	190732	629181
1861	190827	629055
1862	190931	628957
1863	191060	628940
1864	191178	628891
1865	191295	628835
1866	191389	628703
1867	191574	628874
1868	191691	628819
1869	191815	628786
1870	191930	628725
1871	192043	628655
1872	192161	628601
1873	192242	628431
1874	192356	628365
1875	192447	628224
1876	192557	628146
1877	192664	628056
1878	192785	628014
1879	192896	627938
1880	193009	627870
1881	193122	627802
1882	193236	627737
1883	193356	627689
1884	193463	627600
1885	193573	627521
1886	193685	627450
1887	193820	627453
1888	193936	627394
1889	194058	627351
1890	194173	627288
1891	194270	627168
1892	194365	627041
1893	194473	626957
1894	194575	626849
1895	194677	626745
1896	194797	626699
1897	194903	626607
1898	195017	626541
1899	195123	626448
1900	195253	626435
1901	195387	626431
1902	195530	626456
1903	195633	626357
1904	195743	626275
1905	195839	626151
1906	195946	626062
1907	196047	625954
1908	196136	625807
1909	196245	625723
1910	196363	625670
1911	196471	625583
1912	196580	625500
1913	196694	625435
1914	196819	625401
1915	196931	625330
1916	197039	625244
1917	197131	625107
1918	197235	625008
1919	197318	624841
1920	197438	624792
1921	197561	624753
1922	197664	624652
1923	197796	624642
1924	197910	624574
1925	198019	624490
1926	198134	624428
1927	198209	624236
1928	198326	624176
1929	198439	624108
1930	198564	624075
1931	198674	623993
1932	198780	623901
1933	198873	623768
1934	198982	623682
1935	199094	623611
1936	199178	623447
1937	199253	623257
1938	199373	623208
1939	199471	623091
1940	199579	623006
1941	199688	622920
1942	199807	622867
1943	199920	622798
1944	200027	622708
1945	200138	622629
1946	200253	622563
1947	200363	622484
1948	200469	622391
1949	200567	622273
1950	200663	622150
1951	200777	622081
1952	200894	622020
1953	201007	621951
1954	201117	621870
1955	201204	621717
1956	201294	621576
1957	201400	621482
1958	201488	621333
1959	201588	621221
1960	201692	621121
1961	201812	621073
1962	201916	620972
1963	202030	620904
1964	202136	620811
1965	202250	620741
1966	202352	620636
1967	202469	620576
1968	202594	620542
1969	202699	620447
1970	202816	620386
1971	202916	620275
1972	203018	620167
1973	203121	620066
1974	203230	619982
1975	203334	619882
1976	203428	619751
1977	203532	619653
1978	203647	619586
1979	203766	619533
1980	203880	619463
1981	203989	619378
1982	204095	619285
1983	204201	619191
1984	204314	619118
1985	204419	619022
1986	204530	618943
1987	204641	618864
1988	204760	618810
1989	204879	618756
1990	204983	618656
1991	205079	618533
1992	205174	618406
1993	205276	618299
1994	205402	618268
1995	205517	618200
1996	205632	618134
1997	205747	618064
1998	205861	617995
1999	205990	617970
2000	206091	617861
2001	206211	617810
2002	206313	617705
2003	206410	617582
2004	206517	617493
2005	206628	617412
2006	206744	617348
2007	206851	617259
2008	206978	617227
2009	207093	617158
2010	207204	617080
2011	207311	616987
2012	207411	616876
2013	207499	616727
2014	207609	616645
2015	207730	616595
2016	207839	616512
2017	207949	616428
2018	208061	616351
2019	208171	616269
2020	208271	616157
2021	208370	616042
2022	208479	615958
2023	208581	615851
2024	208684	615748
2025	208805	615698
2026	208913	615609
2027	209022	615523
2028	209134	615446
2029	209234	615335
2030	209331	615213
2031	209430	615100
2032	209546	615032
2033	209661	614964
2034	209769	614878
2035	209867	614758
2036	209969	614651
2037	210074	614554
2038	210185	614476
2039	210301	614410
2040	210411	614327
2041	210524	614252
2042	210619	614126
2043	210725	614032
2044	210846	613980
2045	210961	613911
2046	211065	613811
2047	211176	613730
2048	211272	613608
2049	211372	613497
2050	211489	613432
2051	211606	613369
2052	211736	613343
2053	211846	613262
2054	211959	613187
2055	212066	613094
2056	212182	613028
2057	212283	612920
2058	212395	612842
2059	212510	612773
2060	212603	612640
2061	212723	612584
2062	212821	612468
2063	212937	612400
2064	213055	612342
2065	213169	612270
2066	213290	612217
2067	213407	612153
2068	213524	612088
2069	213642	612029
2070	213757	611960
2071	213855	611841
2072	213966	611761
2073	214056	611620
2074	214170	611546
2075	214285	611476
2076	214392	611386
2077	214504	611306
2078	214618	611233
2079	214740	611183
2080	214843	611080
2081	214960	611017
2082	215049	610872
2083	215165	610804
2084	215275	610721
2085	215382	610629
2086	215485	610524
2087	215597	610447
2088	215707	610361
2089	215824	610297
2090	215930	610201
2091	216035	610104
2092	216134	609988
2093	216245	609906
2094	216351	609811
2095	216446	609684
2096	216559	609609
2097	216652	609475
2098	216780	609443
2099	216888	609352
2100	217001	609277
2101	217110	609190
2102	217226	609122
2103	217344	609060
2104	217448	608959
2105	217540	608825
2106	217642	608716
2107	217758	608649
2108	217945	608781
2109	218049	608677
2110	218153	608577
2111	218244	608439
2112	218357	608363
2113	218454	608241
2114	218563	608154
2115	218688	608112
2116	218805	608046
2117	218907	607939
2118	219004	607818
2119	219110	607721
2120	219216	607625
2121	219327	607543
2122	219428	607434
2123	219530	607325
2124	219626	607203
2125	219760	607184
2126	219880	607126
2127	219966	606974
2128	220079	606897
2129	220193	606825
2130	220307	606750
2131	220418	606667
2132	220521	606562
2133	220623	606455
2134	220739	606387
2135	220839	606274
2136	220937	606157
2137	221041	606055
2138	221153	605973
2139	221253	605861
2140	221343	605722
2141	221451	605631
2142	221558	605537
2143	221658	605424
2144	221758	605312
2145	221864	605216
2146	221970	605120
2147	222075	605021
2148	222181	604925
2149	222275	604797
2150	222379	604694
2151	222480	604583
2152	222589	604496
2153	222687	604378
2154	222798	604295
2155	222881	604137
2156	222957	603960
2157	223069	603880
2158	223189	603821
2159	223287	603704
2160	223398	603620
2161	223473	603441
2162	223578	603341
2163	223697	603279
2164	223800	603174
2165	223895	603050
2166	224010	602978
2167	224127	602910
2168	224238	602827
2169	224350	602749
2170	224459	602659
2171	224556	602538
2172	224659	602434
2173	224780	602378
2174	224890	602291
2175	224990	602179
2176	225112	602126
2177	225243	602098
2178	225350	602004
2179	225465	601929
2180	225594	601896
2181	225694	601784
2182	225814	601722
2183	225924	601637
2184	226025	601528
2185	226145	601468
2186	226273	601429
2187	226400	601388
2188	226534	601367
2189	226658	601317
2190	226799	601313
2191	226922	601260
2192	227041	601199
2193	227172	601168
2194	227303	601138
2195	227413	601049
2196	227521	600958
2197	227633	600877
2198	227753	600817
2199	227867	600742
2200	227955	600597
2201	228066	600513
2202	228168	600405
2203	228269	600295
2204	228373	600193
2205	228471	600073
2206	228572	599964
2207	228679	599870
2208	228791	599787
2209	228884	599657
2210	228997	599578
2211	229085	599433
2212	229171	599284
2213	229280	599193
2214	229372	599061
2215	229477	598961
2216	229580	598856
2217	229692	598773
2218	229811	598711
2219	229914	598605
2220	230023	598517
2221	230111	598372
2222	230223	598290
2223	230327	598188
2224	230429	598080
2225	230519	597942
2226	230595	597768
2227	230707	597685
2228	230816	597595
2229	230926	597510
2230	231035	597420
2231	231138	597314
2232	231237	597198
2233	231355	597134
2234	231463	597041
2235	231578	596965
2236	231699	596908
2237	231815	596836
2238	231928	596757
2239	232036	596666
2240	232144	596574
2241	232253	596482
2242	232357	596380
2243	232478	596320
2244	232593	596247
2245	232715	596190
2246	232826	596105
2247	232913	595959
2248	233011	595841
2249	233108	595721
2250	233186	595553
2251	233306	595491
2252	233422	595417
2253	233535	595338
2254	233621	595190
2255	233750	595151
2256	233867	595081
2257	233985	595015
2258	234096	594930
2259	234223	594886
2260	234326	594782
2261	234440	594702
2262	234575	594679
2263	234694	594615
2264	234835	594606
2265	234953	594538
2266	235079	594490
2267	235201	594433
2268	235316	594357
2269	235467	594374
2270	235622	594398
2271	235756	594372
2272	235868	594289
2273	236000	594256
2274	236132	594223
2275	236251	594157
2276	236374	594102
2277	236517	594097
2278	236636	594030
2279	236754	593962
2280	236846	593829
2281	236916	593641
2282	237037	593580
2283	237159	593521
2284	237298	593505
2285	237411	593423
2286	237547	593400
2287	237724	593480
2288	237877	593497
2289	238011	593470
2290	238141	593430
2291	238351	593589
2292	238478	593543
2293	238596	593475
2294	238726	593435
2295	238841	593358
2296	238980	593341
2297	239111	593304
2298	239221	593216
2299	239346	593162
2300	239477	593125
2301	239609	593091
2302	239833	593284
2303	239963	593243
2304	240111	593247
2305	240241	593206
2306	240364	593149
2307	240525	593185
2308	240671	593182
2309	240826	593204
2310	241003	593279
2311	241208	593421
2312	241354	593420
2313	241504	593428
2314	241668	593470
2315	241817	593476
2316	241990	593540
2317	242133	593529
2318	242289	593551
2319	242450	593586
2320	242605	593604
2321	242791	593698
2322	242939	593701
2323	243103	593742
2324	243275	593801
2325	243400	593745
2326	243528	593698
2327	243663	593667
2328	243890	593861
2329	244040	593867
2330	244220	593945
2331	244379	593972
2332	244519	593952
2333	244681	593986
2334	244840	594012
2335	244991	594020
2336	245130	593998
2337	245291	594028
2338	245465	594091
2339	245566	593976
2340	245717	593983
2341	245870	593993
2342	246025	594010
2343	246181	594027
2344	246311	593984
2345	246485	594045
2346	246622	594016
2347	246808	594106
2348	246994	594196
2349	247132	594170
2350	247259	594116
2351	247400	594098
2352	247543	594083
2353	247737	594191
2354	247915	594259
2355	248089	594318
2356	248260	594372
2357	248382	594307
2358	248530	594301
2359	248707	594368
2360	248877	594417
2361	249037	594441
2362	249194	594459
2363	249352	594480
2364	249486	594442
2365	249621	594407
2366	249742	594339
2367	249902	594362
2368	250027	594303
2369	250133	594199
2370	250273	594176
2371	250388	594091
2372	250526	594062
2373	250676	594063
2374	250814	594033
2375	250971	594050
2376	251107	594016
2377	251266	594038
2378	251400	593999
2379	251569	594042
2380	251714	594029
2381	251857	594011
2382	252023	594047
2383	252176	594054
2384	252324	594047
2385	252494	594091
2386	252651	594105
2387	252802	594106
2388	252941	594079
2389	253098	594093
2390	253253	594102
2391	253411	594117
2392	253517	594012
2393	253667	594010
2394	253830	594036
2395	253972	594016
2396	254125	594019
2397	254283	594034
2398	254431	594026
2399	254572	594002
2400	254718	593988
2401	254868	593986
2402	255003	593946
2403	255108	593837
2404	255250	593815
2405	255369	593740
2406	255510	593714
2407	255676	593747
2408	255835	593762
2409	255982	593752
2410	256128	593738
2411	256264	593701
2412	256401	593666
2413	256548	593653
2414	256697	593646
2415	256863	593678
2416	257009	593663
2417	257129	593587
2418	257276	593575
2419	257426	593569
2420	257560	593527
2421	257712	593525
2422	257846	593482
2423	258000	593487
2424	258152	593485
2425	258304	593482
2426	258435	593431
2427	258559	593366
2428	258717	593377
2429	258872	593383
2430	258989	593300
2431	259128	593268
2432	259265	593230
2433	259411	593214
2434	259561	593207
2435	259717	593213
2436	259864	593200
2437	259977	593107
2438	260102	593041
2439	260255	593041
2440	260384	592986
2441	260510	592922
2442	260662	592918
2443	260800	592883
2444	260943	592859
2445	261089	592841
2446	261238	592830
2447	261380	592803
2448	261529	592794
2449	261689	592806
2450	261842	592803
2451	262009	592832
2452	262149	592802
2453	262293	592779
2454	262430	592740
2455	262589	592750
2456	262720	592698
2457	262863	592673
2458	263008	592651
2459	263159	592643
2460	263306	592627
2461	263437	592573
2462	263589	592568
2463	263740	592559
2464	263843	592443
2465	264010	592470
2466	264157	592454
2467	264302	592432
2468	264463	592444
2469	264611	592429
2470	264759	592414
2471	264908	592399
2472	265043	592355
2473	265195	592348
2474	265351	592350
2475	265485	592303
2476	265631	592281
2477	265802	592316
2478	265952	592303
2479	266103	592294
2480	266263	592303
2481	266425	592319
2482	266575	592305
2483	266729	592302
2484	266862	592252
2485	266996	592203
2486	267168	592240
2487	267287	592158
2488	267430	592130
2489	267572	592097
2490	267829	592321
2491	267979	592308
2492	268112	592256
2493	268249	592214
2494	268383	592165
2495	268535	592154
2496	268687	592145
2497	268835	592126
2498	268970	592078
2499	269117	592058
2500	269267	592044
2501	269386	591960
2502	269510	591888
2503	269670	591896
2504	269791	591818
2505	269936	591791
2506	270080	591763
2507	270211	591707
2508	270352	591672
2509	270497	591645
2510	270615	591560
2511	270783	591585
2512	270906	591510
2513	271051	591483
2514	271187	591435
2515	271335	591415
2516	271460	591345
2517	271607	591323
2518	271787	591373
2519	271938	591358
2520	272073	591308
2521	272195	591231
2522	272340	591204
2523	272492	591193
2524	272615	591117
2525	272776	591124
2526	272916	591084
2527	273050	591033
2528	273185	590983
2529	273331	590958
2530	273480	590938
2531	273634	590930
2532	273782	590907
2533	273904	590828
2534	274040	590780
2535	274182	590745
2536	274313	590688
2537	274430	590599
2538	274582	590583
2539	274743	590589
2540	274899	590585
2541	275021	590506
2542	275173	590492
2543	275337	590503
2544	275499	590510
2545	275651	590495
2546	275790	590453
2547	275945	590446
2548	276090	590415
2549	276215	590342
2550	276359	590310
2551	276465	590198
2552	276600	590145
2553	276765	590158
2554	276887	590078
2555	277037	590060
2556	277202	590071
2557	277369	590087
2558	277526	590083
2559	277707	590128
2560	277877	590151
2561	278035	590146
2562	278201	590161
2563	278317	590067
2564	278426	589959
2565	278536	589854
2566	278653	589765
2567	278787	589709
2568	278950	589715
2569	279094	589681
2570	279212	589594
2571	279337	589519
2572	279490	589504
2573	279603	589404
2574	279786	589452
2575	279935	589428
2576	280062	589358
2577	280205	589322
2578	280364	589319
2579	280505	589278
2580	280617	589177
2581	280746	589110
2582	280860	589014
2583	280982	588932
2584	281144	588934
2585	281305	588935
2586	281459	588922
2587	281606	588892
2588	281779	588918
2589	281928	588892
2590	282083	588880
2591	282228	588846
2592	282368	588802
2593	282515	588773
2594	282664	588749
2595	282812	588720
2596	282979	588733
2597	283138	588726
2598	283267	588659
2599	283405	588612
2600	283558	588593
2601	283718	588590
2602	283870	588570
2603	284005	588515
2604	284168	588517
2605	284319	588495
2606	284480	588493
2607	284620	588449
2608	284759	588401
2609	284915	588388
2610	285072	588378
2611	285229	588368
2612	285377	588338
2613	285488	588232
2614	285640	588212
2615	285801	588208
2616	285923	588126
2617	286093	588140
2618	286230	588088
2619	286391	588085
2620	286540	588058
2621	286725	588104
2622	286835	587995
2623	286953	587905
2624	287106	587884
2625	287269	587884
2626	287442	587906
2627	287598	587892
2628	287777	587923
2629	287916	587874
2630	288098	587912
2631	288239	587868
2632	288398	587859
2633	288536	587808
2634	288698	587805
2635	288880	587843
2636	289020	587796
2637	289185	587799
2638	289330	587760
2639	289476	587725
2640	289605	587653
2641	289770	587657
2642	289886	587560
2643	290028	587516
2644	290178	587488
2645	290326	587455
2646	290494	587464
2647	290668	587484
2648	290796	587410
2649	290954	587399
2650	291121	587404
2651	291268	587370
2652	291421	587347
2653	291579	587333
2654	291771	587388
2655	291915	587347
2656	292073	587334
2657	292233	587326
2658	292393	587315
2659	292529	587259
2660	292679	587229
2661	292798	587136
2662	292957	587124
2663	293113	587106
2664	293267	587085
2665	293410	587040
2666	293551	586993
2667	293746	587053
2668	293884	586998
2669	294031	586962
2670	294203	586975
2671	294355	586948
2672	294511	586928
2673	294687	586949
2674	294931	587105
2675	295065	587042
2676	295215	587011
2677	295333	586917
2678	295484	586888
2679	295609	586806
2680	295789	586834
2681	295949	586822
2682	296108	586808
2683	296237	586736
2684	296380	586689
2685	296522	586643
2686	296693	586652
2687	296837	586606
2688	296988	586578
2689	297152	586571
2690	297308	586552
2691	297462	586527
2692	297599	586469
2693	297790	586516
2694	297937	586477
2695	298068	586408
2696	298233	586403
2697	298385	586374
2698	298546	586364
2699	298708	586353
2700	298819	586243
2701	298922	586118
2702	299050	586042
2703	299192	585992
2704	299363	585999
2705	299516	585971
2706	299682	585969
2707	299816	585903
2708	299953	585845
2709	300079	585763
2710	300203	585679
2711	300364	585665
2712	300518	585640
2713	300679	585626
2714	300837	585608
2715	300985	585569
2716	301140	585543
2717	301306	585540
2718	301451	585496
2719	301583	585427
2720	301737	585399
2721	301865	585322
2722	302003	585263
2723	302225	585367
2724	302395	585371
2725	302560	585364
2726	302726	585359
2727	302867	585307
2728	303028	585293
2729	303150	585202
2730	303305	585177
2731	303463	585155
2732	303616	585125
2733	303779	585115
2734	303940	585099
2735	304108	585096
2736	304219	584986
2737	304376	584963
2738	304546	584964
2739	304699	584934
2740	304844	584887
2741	304979	584821
2742	305124	584774
2743	305275	584740
2744	305447	584745
2745	305568	584652
2746	305724	584627
2747	305883	584606
2748	306023	584550
2749	306164	584495
2750	306312	584454
2751	306439	584373
2752	306602	584360
2753	306753	584323
2754	306900	584279
2755	307053	584247
2756	307208	584220
2757	307367	584198
2758	307526	584177
2759	307693	584171
2760	307837	584121
2761	307995	584098
2762	308148	584065
2763	308300	584030
2764	308409	583914
2765	308557	583872
2766	308736	583887
2767	308885	583846
2768	309005	583752
2769	309161	583724
2770	309314	583690
2771	309481	583682
2772	309701	583775
2773	309862	583756
2774	310009	583711
2775	310166	583684
2776	310364	583735
2777	310510	583688
2778	310677	583679
2779	310821	583629
2780	310963	583573
2781	311101	583510
2782	311246	583461
2783	311404	583435
2784	311555	583398
2785	311712	583370
2786	311856	583317
2787	312019	583302
2788	312179	583280
2789	312320	583222
2790	312483	583205
2791	312643	583183
2792	312808	583169
2793	312973	583156
2794	313121	583111
2795	313251	583032
2796	313410	583008
2797	313545	582939
2798	313730	582962
2799	313894	582947
2800	314037	582891
2801	314193	582862
2802	314339	582812
2803	314488	582768
2804	314648	582744
2805	314786	582680
2806	314931	582628
2807	315094	582611
2808	315238	582558
2809	315402	582539
2810	315552	582498
2811	315713	582476
2812	315865	582436
2813	316020	582402
2814	316173	582366
2815	316283	582249
2816	316438	582214
2817	316609	582210
2818	316772	582192
2819	316921	582147
2820	317078	582115
2821	317228	582073
2822	317400	582069
2823	317551	582027
2824	317721	582020
2825	317878	581990
2826	318050	581985
2827	318214	581968
2828	318366	581927
2829	318500	581854
2830	318665	581838
2831	318836	581831
2832	319001	581814
2833	319130	581731
2834	319271	581670
2835	319430	581643
2836	319588	581612
2837	319745	581581
2838	319892	581530
2839	320047	581495
2840	320222	581495
2841	320356	581421
2842	320498	581361
2843	320668	581352
2844	320793	581262
2845	320944	581218
2846	321169	581309
2847	321328	581279
2848	321501	581276
2849	321675	581272
2850	321838	581251
2851	321981	581192
2852	322198	581268
2853	322368	581256
2854	322499	581176
2855	322704	581229
2856	322839	581156
2857	322980	581092
2858	323129	581044
2859	323279	580999
2860	323412	580921
2861	323574	580897
2862	323721	580843
2863	323866	580787
2864	324037	580778
2865	324178	580715
2866	324339	580689
2867	324487	580637
2868	324650	580613
2869	324803	580572
2870	324949	580517
2871	325119	580505
2872	325261	580444
2873	325402	580381
2874	325576	580375
2875	325749	580368
2876	325930	580375
2877	326073	580315
2878	326239	580296
2879	326407	580280
2880	326543	580207
2881	326690	580153
2882	326838	580101
2883	326991	580057
2884	327153	580030
2885	327313	580000
2886	327487	579994
2887	327681	580023
2888	327843	579995
2889	328001	579960
2890	328172	579948
2891	328318	579893
2892	328440	579794
2893	328605	579771
2894	328763	579735
2895	328903	579669
2896	329040	579597
2897	329194	579555
2898	329343	579503
2899	329453	579382
2900	329591	579312
2901	329762	579299
2902	329890	579212
2903	330032	579147
2904	330185	579103
2905	330316	579019
2906	330469	578974
2907	330618	578923
2908	330765	578867
2909	330915	578818
2910	331052	578744
2911	331220	578725
2912	331363	578663
2913	331518	578621
2914	331679	578590
2915	331827	578536
2916	331970	578473
2917	332117	578416
2918	332279	578386
2919	332433	578343
2920	332585	578295
2921	332755	578279
2922	332914	578244
2923	333074	578209
2924	333223	578156
2925	333400	578152
2926	333546	578094
2927	333694	578038
2928	333826	577957
2929	333963	577882
2930	334092	577793
2931	334215	577696
2932	334391	577689
2933	334540	577635
2934	334712	577620
2935	334841	577533
2936	334992	577482
2937	335145	577435
2938	335303	577397
2939	335457	577352
2940	335615	577314
2941	335787	577298
2942	335951	577269
2943	336082	577184
2944	336227	577123
2945	336383	577082
2946	336518	577002
2947	336682	576974
2948	336850	576952
2949	337030	576951
2950	337186	576908
2951	337326	576838
2952	337470	576773
2953	337641	576756
2954	337802	576721
2955	337935	576639
2956	338065	576552
2957	338214	576497
2958	338368	576450
2959	338518	576396
2960	338682	576365
2961	338835	576317
2962	338966	576232
2963	339112	576171
2964	339263	576119
2965	339420	576075
2966	339583	576044
2967	339736	575994
2968	339900	575964
2969	340063	575931
2970	340201	575858
2971	340348	575797
2972	340465	575687
2973	340625	575649
2974	340755	575561
2975	340908	575512
2976	341061	575462
2977	341198	575385
2978	341331	575302
2979	341484	575253
2980	341629	575188
2981	341742	575071
2982	341895	575022
2983	342061	574993
2984	342221	574954
2985	342387	574927
2986	342532	574862
2987	342684	574811
2988	342838	574761
2989	343001	574727
2990	343167	574699
2991	343320	574649
2992	343454	574565
2993	343582	574473
2994	343745	574438
2995	343903	574397
2996	344067	574364
2997	344219	574311
2998	344336	574200
2999	344482	574137
3000	344623	574065
3001	344753	573977
3002	344872	573869
3003	345033	573829
3004	345176	573763
3005	345291	573647
3006	345433	573578
3007	345597	573545
3008	345716	573437
3009	345871	573389
3010	346025	573338
3011	346169	573271
3012	346314	573206
3013	346454	573132
3014	346624	573108
3015	346747	573006
3016	346891	572939
3017	347046	572890
3018	347182	572811
3019	347350	572783
3020	347495	572717
3021	347653	572673
3022	347824	572650
3023	347985	572610
3024	348135	572553
3025	348294	572510
3026	348476	572504
3027	348652	572490
3028	348811	572447
3029	348974	572409
3030	349133	572367
3031	349307	572348
3032	349460	572294
3033	349610	572236
3034	349760	572178
3035	349899	572101
3036	350049	572042
3037	350206	571996
3038	350355	571935
3039	350497	571864
3040	350642	571798
3041	350760	571687
3042	350907	571622
3043	351057	571563
3044	351199	571492
3045	351344	571424
3046	351505	571384
3047	351645	571308
3048	351785	571233
3049	351916	571143
3050	352060	571074
3051	352227	571042
3052	352393	571009
3053	352541	570945
3054	352675	570860
3055	352801	570763
3056	352960	570717
3057	353124	570681
3058	353293	570652
3059	353435	570579
3060	353582	570513
3061	353749	570482
3062	354017	570611
3063	354166	570550
3064	354318	570493
3065	354449	570401
3066	354588	570325
3067	354762	570302
3068	354929	570269
3069	355088	570223
3070	355230	570149
3071	355377	570085
3072	355528	570024
3073	355711	570017
3074	355837	569919
3075	355979	569845
3076	356122	569772
3077	356257	569688
3078	356420	569647
3079	356586	569611
3080	356726	569534
3081	356870	569465
3082	357028	569416
3083	357179	569356
3084	357347	569324
3085	357506	569275
3086	357680	569253
3087	357850	569223
3088	357994	569152
3089	358148	569097
3090	358309	569051
3091	358457	568988
3092	358616	568940
3093	358747	568847
3094	358903	568795
3095	359029	568695
3096	359194	568657
3097	359364	568626
3098	359530	568589
3099	359672	568514
3100	359819	568447
3101	359998	568430
3102	360159	568385
3103	360320	568340
3104	360453	568251
3105	360614	568206
3106	360771	568154
3107	360928	568102
3108	361071	568028
3109	361212	567951
3110	361368	567898
3111	361517	567832
3112	361697	567817
3113	361842	567745
3114	361958	567630
3115	362112	567573
3116	362270	567522
3117	362421	567460
3118	362586	567420
3119	362705	567308
3120	362842	567224
3121	363001	567175
3122	363154	567116
3123	363311	567063
3124	363478	567027
3125	363657	567008
3126	363799	566931
3127	363954	566875
3128	364106	566814
3129	364256	566750
3130	364414	566698
3131	364551	566615
3132	364723	566584
3133	364867	566511
3134	365023	566455
3135	365183	566407
3136	365333	566342
3137	365480	566273
3138	365639	566222
3139	365770	566129
3140	365926	566073
3141	366058	565980
3142	366217	565929
3143	366378	565882
3144	366539	565834
3145	366720	565817
3146	366833	565694
3147	366992	565643
3148	367140	565576
3149	367286	565504
3150	367452	565464
3151	367622	565429
3152	367788	565389
3153	367926	565305
3154	368074	565235
3155	368220	565164
3156	368355	565075
3157	368492	564990
3158	368665	564959
3159	368824	564907
3160	368982	564855
3161	369165	564839
3162	369327	564792
3163	369488	564743
3164	369674	564731
3165	369827	564670
3166	369955	564570
3167	370111	564513
3168	370244	564421
3169	370402	564367
3170	370564	564319
3171	370721	564263
3172	370895	564232
3173	371041	564161
3174	371203	564113
3175	371354	564047
3176	371497	563970
3177	371689	563966
3178	371848	563914
3179	371988	563832
3180	372146	563777
3181	372298	563712
3182	372450	563649
3183	372583	563555
3184	372753	563519
3185	372896	563440
3186	373053	563384
3187	373198	563310
3188	373342	563232
3189	373500	563177
3190	373676	563149
3191	373828	563084
3192	373976	563014
3193	374113	562926
3194	374280	562884
3195	374427	562812
3196	374576	562743
3197	374722	562669
3198	374870	562598
3199	375011	562516
3200	375170	562462
3201	375325	562402
3202	375499	562369
3203	375649	562301
3204	375813	562253
3205	375966	562190
3206	376113	562118
3207	376264	562051
3208	376424	561997
3209	376577	561933
3210	376745	561891
3211	376899	561829
3212	377040	561746
3213	377186	561672
3214	377311	561566
3215	377451	561483
3216	377599	561410
