iter	Passed	Remaining
399	37959	721237
400	38065	721347
401	38172	721478
402	38279	721605
403	38373	721491
404	38480	721630
405	38587	721755
406	38676	721542
407	38776	721549
408	38886	721735
409	38999	721974
410	39023	720560
411	39112	720361
412	39219	720478
413	39371	721431
414	39479	721569
415	39534	720742
416	39631	720677
417	39740	720840
418	39843	720885
419	39953	721065
420	40056	721116
421	40162	721204
422	40192	719949
423	40289	719891
424	40372	719582
425	40455	719278
426	40568	719503
427	40672	719560
428	40775	719612
429	40824	718709
430	40851	717415
431	40956	717499
432	40991	716350
433	41031	715307
434	41117	715074
435	41203	714831
436	41312	714988
437	41348	713873
438	41445	713827
439	41533	713628
440	41620	713406
441	41704	713131
442	41814	713302
443	41931	713596
444	42033	713630
445	42133	713623
446	42160	712382
447	42232	711916
448	42347	712176
449	42449	712202
450	42494	711291
451	42582	711093
452	42697	711334
453	42738	710357
454	42844	710466
455	42955	710656
456	43000	709747
457	43079	709397
458	43180	709420
459	43260	709098
460	43336	708702
461	43442	708807
462	43487	707923
463	43577	707755
464	43680	707808
465	43776	707756
466	43881	707837
467	43929	706996
468	44044	707245
469	44135	707109
470	44226	706974
471	44328	707008
472	44379	706226
473	44473	706131
474	44577	706203
475	44668	706059
476	44769	706080
477	44872	706129
478	45002	706599
479	45110	706738
480	45193	706462
481	45314	706797
482	45357	705907
483	45452	705833
484	45536	705575
485	45573	704604
486	45690	704864
487	45793	704924
488	45885	704790
489	45981	704738
490	46077	704668
491	46176	704666
492	46291	704881
493	46382	704755
494	46489	704853
495	46603	705061
496	46714	705225
497	46815	705239
498	46906	705101
499	47003	705058
500	47113	705197
501	47225	705376
502	47307	705093
503	47405	705058
504	47506	705072
505	47598	704949
506	47711	705128
507	47817	705218
508	47949	705684
509	48063	705867
510	48173	706015
511	48241	705529
512	48329	705342
513	48417	705167
514	48536	705421
515	48664	705824
516	48798	706300
517	48938	706871
518	49083	707505
519	49188	707556
520	49281	707438
521	49411	707849
522	49561	708543
523	49683	708838
524	49814	709257
525	49913	709222
526	50046	709665
527	50167	709941
528	50265	709894
529	50362	709829
530	50472	709944
531	50559	709735
532	50649	709571
533	50742	709450
534	50860	709671
535	50972	709804
536	51104	710226
537	51252	710871
538	51401	711518
539	51507	711573
540	51601	711457
541	51733	711858
542	51831	711795
543	51939	711870
544	52086	712481
545	52225	712980
546	52350	713281
547	52446	713190
548	52554	713267
549	52667	713411
550	52777	713505
551	52905	713834
552	53042	714304
553	53184	714823
554	53268	714571
555	53355	714353
556	53444	714167
557	53545	714137
558	53629	713876
559	53718	713694
560	53826	713752
561	53931	713771
562	54018	713563
563	54096	713226
564	54212	713395
565	54320	713456
566	54429	713536
567	54546	713709
568	54652	713753
569	54714	713213
570	54807	713070
571	54915	713138
572	55028	713260
573	55109	712973
574	55219	713049
575	55312	712914
576	55375	712393
577	55457	712117
578	55565	712180
579	55665	712129
580	55767	712111
581	55884	712281
582	56024	712749
583	56125	712718
584	56223	712642
585	56317	712517
586	56415	712454
587	56506	712283
588	56593	712074
589	56705	712181
590	56796	712028
591	56904	712071
592	57029	712341
593	57122	712197
594	57214	712061
595	57289	711693
596	57390	711660
597	57492	711635
598	57592	711583
599	57691	711522
600	57776	711298
601	57869	711157
602	57982	711275
603	58102	711464
604	58185	711203
605	58244	710653
606	58353	710720
607	58464	710802
608	58575	710884
609	58675	710844
610	58782	710879
611	58887	710881
612	59008	711082
613	59117	711146
614	59213	711037
615	59286	710672
616	59359	710297
617	59429	709886
618	59536	709917
619	59649	710019
620	59705	709445
621	59784	709151
622	59883	709085
623	60005	709299
624	60084	709000
625	60189	709007
626	60299	709074
627	60406	709100
628	60567	709770
629	60670	709746
630	60771	709701
631	60869	709635
632	60995	709874
633	61100	709884
634	61209	709933
635	61299	709760
636	61379	709477
637	61488	709526
638	61583	709420
639	61691	709454
640	61769	709139
641	61894	709377
642	62007	709467
643	62123	709591
644	62204	709321
645	62316	709408
646	62439	709612
647	62542	709582
648	62642	709527
649	62752	709582
650	62855	709562
651	62917	709081
652	62997	708794
653	63109	708870
654	63220	708941
655	63316	708839
656	63419	708807
657	63494	708475
658	63594	708419
659	63690	708317
660	63800	708368
661	63906	708372
662	64010	708365
663	64119	708401
664	64222	708382
665	64315	708243
666	64414	708176
667	64515	708126
668	64611	708017
669	64690	707734
670	64801	707797
671	64909	707817
672	65003	707693
673	65113	707748
674	65205	707595
675	65298	707465
676	65391	707332
677	65481	707157
678	65583	707122
679	65659	706801
680	65758	706738
681	65856	706651
682	65963	706669
683	66035	706313
684	66128	706170
685	66208	705906
686	66312	705890
687	66394	705635
688	66489	705523
689	66579	705359
690	66672	705218
691	66775	705195
692	66877	705156
693	66998	705315
694	67082	705093
695	67177	704978
696	67269	704836
697	67361	704686
698	67473	704759
699	67580	704763
700	67685	704763
701	67783	704678
702	67879	704573
703	67997	704703
704	68090	704567
705	68189	704497
706	68291	704458
707	68377	704244
708	68472	704133
709	68557	703924
710	68658	703865
711	68772	703954
712	68883	704006
713	68993	704044
714	69090	703952
715	69178	703765
716	69293	703859
717	69394	703807
718	69493	703733
719	69566	703397
720	69664	703315
721	69738	702986
722	69823	702775
723	69943	702916
724	70042	702844
725	70152	702872
726	70252	702819
727	70370	702934
728	70469	702856
729	70571	702816
730	70653	702568
731	70748	702456
732	70849	702409
733	70965	702501
734	71058	702370
735	71156	702282
736	71259	702246
737	71340	701999
738	71461	702143
739	71543	701899
740	71632	701725
741	71746	701796
742	71850	701770
743	71979	701990
744	72073	701866
745	72179	701866
746	72274	701752
747	72386	701798
748	72493	701806
749	72595	701759
750	72688	701627
751	72798	701649
752	72922	701820
753	73023	701760
754	73122	701682
755	73218	701581
756	73314	701476
757	73418	701447
758	73523	701425
759	73616	701290
760	73720	701264
761	73815	701155
762	73920	701134
763	74022	701079
764	74131	701100
765	74229	701016
766	74314	700804
767	74409	700686
768	74524	700761
769	74625	700702
770	74725	700633
771	74827	700584
772	74927	700521
773	75025	700431
774	75106	700184
775	75208	700136
776	75322	700195
777	75417	700086
778	75515	700001
779	75621	699988
780	75728	699978
781	75831	699939
782	75922	699786
783	76004	699548
784	76078	699242
785	76166	699062
786	76271	699041
787	76365	698914
788	76446	698675
789	76556	698701
790	76669	698751
791	76787	698841
792	76908	698965
793	77013	698940
794	77122	698956
795	77207	698748
796	77305	698658
797	77407	698608
798	77524	698693
799	77633	698705
800	77750	698783
801	77863	698828
802	77921	698382
803	78024	698337
804	78115	698187
805	78218	698144
806	78309	697989
807	78414	697964
808	78513	697885
809	78619	697867
810	78711	697729
811	78809	697639
812	78933	697782
813	79048	697843
814	79155	697833
815	79263	697827
816	79368	697800
817	79482	697852
818	79581	697774
819	79683	697716
820	79741	697280
821	79838	697177
822	79955	697254
823	80062	697240
824	80157	697124
825	80257	697057
826	80357	696985
827	80469	697011
828	80589	697109
829	80674	696910
830	80755	696677
831	80856	696607
832	80962	696589
833	81067	696559
834	81167	696482
835	81271	696446
836	81361	696283
837	81454	696150
838	81563	696154
839	81663	696081
840	81768	696052
841	81885	696123
842	81960	695833
843	82055	695720
844	82155	695649
845	82265	695657
846	82388	695779
847	82501	695811
848	82589	695636
849	82707	695716
850	82813	695690
851	82932	695780
852	83026	695655
853	83123	695551
854	83226	695504
855	83297	695180
856	83397	695111
857	83515	695180
858	83629	695228
859	83739	695232
860	83833	695109
861	83948	695157
862	84054	695132
863	84148	695003
864	84253	694968
865	84364	694980
866	84456	694841
867	84563	694822
868	84676	694855
869	84766	694697
870	84862	694585
871	84958	694478
872	85042	694266
873	85119	694004
874	85224	693974
875	85314	693815
876	85427	693840
877	85531	693797
878	85633	693736
879	85741	693726
880	85819	693470
881	85922	693418
882	86019	693319
883	86122	693265
884	86205	693055
885	86278	692763
886	86368	692603
887	86479	692613
888	86589	692615
889	86688	692533
890	86786	692438
891	86880	692317
892	86973	692180
893	87078	692146
894	87159	691916
895	87325	692364
896	87437	692385
897	87569	692561
898	87691	692656
899	87793	692596
900	87902	692583
901	88007	692550
902	88109	692480
903	88229	692560
904	88330	692493
905	88436	692460
906	88532	692352
907	88634	692284
908	88738	692240
909	88825	692055
910	88942	692107
911	89047	692067
912	89153	692038
913	89253	691956
914	89353	691879
915	89452	691792
916	89563	691799
917	89663	691716
918	89775	691733
919	89896	691811
920	89998	691746
921	90100	691681
922	90189	691516
923	90293	691468
924	90395	691400
925	90482	691226
926	90585	691164
927	90683	691068
928	90798	691103
929	90904	691066
930	91010	691035
931	91119	691021
932	91232	691036
933	91350	691094
934	91460	691090
935	91569	691074
936	91658	690911
937	91767	690899
938	91854	690715
939	91961	690687
940	92074	690707
941	92158	690506
942	92258	690423
943	92372	690441
944	92473	690370
945	92576	690308
946	92682	690272
947	92787	690230
948	92905	690277
949	92992	690099
950	93078	689916
951	93171	689782
952	93269	689685
953	93371	689621
954	93479	689594
955	93575	689483
956	93678	689424
957	93786	689398
958	93904	689447
959	94012	689423
960	94115	689366
961	94221	689321
962	94323	689255
963	94420	689152
964	94517	689045
965	94625	689019
966	94718	688888
967	94821	688824
968	94942	688897
969	95042	688813
970	95130	688643
971	95235	688592
972	95337	688526
973	95437	688445
974	95538	688364
975	95632	688239
976	95727	688123
977	95843	688152
978	95963	688215
979	96076	688218
980	96165	688059
981	96266	687980
982	96381	688004
983	96484	687943
984	96590	687901
985	96698	687872
986	96810	687874
987	96910	687788
988	97014	687736
989	97113	687644
990	97214	687563
991	97298	687364
992	97391	687233
993	97471	687005
994	97563	686869
995	97660	686760
996	97764	686707
997	97856	686563
998	97969	686573
999	98067	686471
1000	98178	686463
1001	98288	686452
1002	98379	686299
1003	98488	686281
1004	98588	686197
1005	98685	686087
1006	98798	686097
1007	98900	686021
1008	98994	685898
1009	99104	685884
1010	99204	685798
1011	99308	685741
1012	99415	685700
1013	99515	685614
1014	99600	685427
1015	99703	685361
1016	99820	685392
1017	99952	685530
1018	100064	685527
1019	100157	685392
1020	100272	685411
1021	100482	686076
1022	100642	686393
1023	100979	687924
1024	101101	687984
1025	101186	687793
1026	101277	687641
1027	101386	687614
1028	101483	687504
1029	101574	687352
1030	101670	687238
1031	101772	687159
1032	101891	687203
1033	101969	686963
1034	102080	686946
1035	102164	686753
1036	102266	686674
1037	102360	686546
1038	102454	686418
1039	102577	686481
1040	102690	686476
1041	102796	686428
1042	102924	686525
1043	103024	686435
1044	103134	686413
1045	103230	686297
1046	103342	686285
1047	103451	686254
1048	103571	686297
1049	103748	686714
1050	103920	687102
1051	104034	687102
1052	104134	687009
1053	104223	686846
1054	104314	686695
1055	104433	686728
1056	104549	686745
1057	104648	686646
1058	104742	686515
1059	104850	686473
1060	104974	686538
1061	105078	686470
1062	105192	686471
1063	105312	686507
1064	105425	686503
1065	105538	686495
1066	105643	686437
1067	105739	686318
1068	105876	686462
1069	105995	686493
1070	106109	686494
1071	106228	686523
1072	106343	686524
1073	106457	686518
1074	106573	686531
1075	106659	686350
1076	106780	686391
1077	106911	686493
1078	107015	686427
1079	107124	686393
1080	107238	686387
1081	107350	686369
1082	107457	686317
1083	107570	686305
1084	107688	686326
1085	107796	686284
1086	107895	686181
1087	108003	686137
1088	108100	686027
1089	108210	685996
1090	108300	685835
1091	108404	685766
1092	108497	685631
1093	108617	685662
1094	108726	685625
1095	108837	685594
1096	108936	685494
1097	109041	685432
1098	109137	685310
1099	109239	685229
1100	109348	685192
1101	109451	685111
1102	109554	685036
1103	109641	684864
1104	109730	684700
1105	109840	684663
1106	109948	684620
1107	110039	684466
1108	110136	684357
1109	110251	684352
1110	110362	684323
1111	110457	684199
1112	110567	684166
1113	110680	684151
1114	110795	684146
1115	110897	684065
1116	111000	683990
1117	111113	683972
1118	111198	683788
1119	111299	683696
1120	111392	683558
1121	111499	683505
1122	111613	683494
1123	111702	683333
1124	111797	683209
1125	111926	683288
1126	112022	683170
1127	112135	683148
1128	112241	683091
1129	112330	682932
1130	112435	682866
1131	112541	682803
1132	112636	682678
1133	112735	682573
1134	112827	682434
1135	113022	682911
1136	113134	682884
1137	113243	682846
1138	113327	682649
1139	113437	682613
1140	113551	682600
1141	113649	682495
1142	113759	682456
1143	113870	682426
1144	113977	682369
1145	114065	682205
1146	114160	682077
1147	114265	682011
1148	114371	681946
1149	114494	681991
1150	114680	682401
1151	114955	683346
1152	115056	683256
1153	115170	683241
1154	115256	683055
1155	115344	682885
1156	115460	682883
1157	115552	682737
1158	115659	682678
1159	115760	682590
1160	115873	682567
1161	115987	682550
1162	116086	682444
1163	116195	682398
1164	116306	682365
1165	116415	682320
1166	116508	682181
1167	116616	682128
1168	116728	682100
1169	116835	682042
1170	116958	682071
1171	117065	682015
1172	117157	681871
1173	117234	681637
1174	117346	681610
1175	117450	681532
1176	117561	681498
1177	117676	681485
1178	117763	681311
1179	117882	681323
1180	117966	681127
1181	118046	680917
1182	118159	680888
1183	118269	680846
1184	118375	680782
1185	118474	680679
1186	118582	680624
1187	118698	680617
1188	118810	680589
1189	118946	680693
1190	119049	680613
1191	119134	680427
1192	119243	680379
1193	119362	680384
1194	119480	680386
1195	119577	680274
1196	119681	680192
1197	119797	680188
1198	119940	680330
1199	120045	680260
1200	120147	680166
1201	120249	680080
1202	120360	680043
1203	120495	680140
1204	120603	680086
1205	120717	680060
1206	120824	680001
1207	120938	679980
1208	121035	679861
1209	121124	679698
1210	121227	679613
1211	121324	679497
1212	121435	679455
1213	121545	679414
1214	121653	679358
1215	121742	679196
1216	121864	679219
1217	121976	679181
1218	122071	679054
1219	122175	678975
1220	122289	678954
1221	122375	678772
1222	122486	678731
1223	122604	678730
1224	122694	678576
1225	122804	678531
1226	122927	678557
1227	123045	678555
1228	123155	678508
1229	123266	678467
1230	123366	678365
1231	123468	678273
1232	123587	678276
1233	123710	678302
1234	123814	678220
1235	123948	678306
1236	124047	678200
1237	124131	678008
1238	124230	677902
1239	124339	677849
1240	124446	677786
1241	124566	677796
1242	124677	677753
1243	124798	677764
1244	124908	677714
1245	125004	677590
1246	125104	677491
1247	125193	677328
1248	125307	677301
1249	125414	677235
1250	125513	677128
1251	125625	677092
1252	125735	677046
1253	125863	677091
1254	125972	677041
1255	126078	676970
1256	126186	676909
1257	126288	676818
1258	126386	676703
1259	126473	676532
1260	126573	676428
1261	126681	676371
1262	126772	676220
1263	126895	676240
1264	127005	676190
1265	127099	676056
1266	127204	675979
1267	127296	675837
1268	127406	675785
1269	127519	675750
1270	127627	675691
1271	127737	675643
1272	127856	675638
1273	127980	675662
1274	128086	675593
1275	128181	675463
1276	128288	675396
1277	128396	675336
1278	128493	675221
1279	128598	675142
1280	128712	675112
1281	128816	675031
1282	128926	674981
1283	129033	674914
1284	129132	674806
1285	129225	674665
1286	129328	674576
1287	129435	674509
1288	129526	674362
1289	129621	674233
1290	129734	674198
1291	129857	674213
1292	129967	674163
1293	130062	674035
1294	130173	673985
1295	130288	673961
1296	130398	673908
1297	130514	673890
1298	130612	673773
1299	130723	673730
1300	130846	673743
1301	130951	673664
1302	131067	673643
1303	131163	673519
1304	131269	673445
1305	131375	673374
1306	131488	673338
1307	131599	673289
1308	131693	673155
1309	131800	673088
1310	131919	673082
1311	132026	673015
1312	132131	672934
1313	132225	672802
1314	132332	672730
1315	132431	672625
1316	132531	672521
1317	132640	672458
1318	132803	672678
1319	132933	672724
1320	133031	672610
1321	133131	672503
1322	133235	672420
1323	133326	672269
1324	133435	672211
1325	133542	672145
1326	133650	672077
1327	133754	671995
1328	133852	671883
1329	133955	671794
1330	134071	671767
1331	134184	671730
1332	134294	671676
1333	134406	671628
1334	134518	671586
1335	134620	671488
1336	134730	671437
1337	134825	671303
1338	134920	671178
1339	135022	671081
1340	135137	671053
1341	135218	670851
1342	135322	670768
1343	135424	670676
1344	135546	670677
1345	135659	670637
1346	135770	670585
1347	135892	670591
1348	135995	670499
1349	136100	670419
1350	136214	670384
1351	136298	670199
1352	136385	670030
1353	136509	670047
1354	136631	670047
1355	136728	669929
1356	136847	669916
1357	136953	669841
1358	137063	669785
1359	137168	669707
1360	137269	669603
1361	137369	669499
1362	137486	669476
1363	137598	669430
1364	137705	669362
1365	137819	669322
1366	137939	669312
1367	138035	669188
1368	138111	668968
1369	138227	668940
1370	138336	668876
1371	138428	668732
1372	138521	668597
1373	138631	668538
1374	138742	668488
1375	138873	668530
1376	138981	668463
1377	139097	668436
1378	139196	668324
1379	139301	668243
1380	139409	668176
1381	139578	668400
1382	139656	668189
1383	139759	668099
1384	139883	668106
1385	139990	668037
1386	140095	667951
1387	140208	667907
1388	140312	667822
1389	140401	667666
1390	140514	667618
1391	140628	667580
1392	140742	667542
1393	140845	667447
1394	140954	667384
1395	141034	667186
1396	141140	667110
1397	141238	666992
1398	141333	666861
1399	141452	666845
1400	141556	666760
1401	141660	666674
1402	141762	666578
1403	141871	666514
1404	141977	666434
1405	142085	666366
1406	142175	666213
1407	142277	666116
1408	142369	665975
1409	142503	666025
1410	142618	665991
1411	142718	665884
1412	142820	665786
1413	142923	665696
1414	143030	665623
1415	143118	665459
1416	143229	665404
1417	143323	665271
1418	143433	665212
1419	143544	665157
1420	143659	665122
1421	143755	664997
1422	143867	664946
1423	143962	664817
1424	144071	664749
1425	144192	664740
1426	144290	664624
1427	144398	664556
1428	144506	664485
1429	144598	664342
1430	144696	664227
1431	144801	664145
1432	144911	664084
1433	144997	663912
1434	145100	663820
1435	145213	663774
1436	145305	663634
1437	145401	663506
1438	145496	663381
1439	145588	663236
1440	145695	663163
1441	145791	663036
1442	145876	662864
1443	145978	662765
1444	146079	662667
1445	146187	662596
1446	146288	662495
1447	146389	662394
1448	146497	662321
1449	146594	662200
1450	146682	662040
1451	146799	662012
1452	146907	661944
1453	147006	661830
1454	147106	661726
1455	147219	661676
1456	147337	661652
1457	147478	661733
1458	147578	661626
1459	147672	661491
1460	147794	661486
1461	147902	661413
1462	147996	661279
1463	148104	661208
1464	148209	661125
1465	148324	661084
1466	148435	661026
1467	148537	660931
1468	148649	660878
1469	148730	660687
1470	148855	660693
1471	148954	660581
1472	149061	660506
1473	149168	660430
1474	149267	660318
1475	149376	660250
1476	149471	660121
1477	149568	660003
1478	149676	659931
1479	149771	659804
1480	149884	659756
1481	149998	659708
1482	150110	659657
1483	150216	659575
1484	150313	659454
1485	150416	659361
1486	150534	659332
1487	150606	659104
1488	150711	659021
1489	150818	658943
1490	150925	658867
1491	151035	658807
1492	151129	658674
1493	151226	658555
1494	151326	658448
1495	151440	658403
1496	151528	658244
1497	151622	658108
1498	151721	657998
1499	151850	658019
1500	151940	657870
1501	152050	657805
1502	152175	657808
1503	152288	657757
1504	152401	657705
1505	152498	657587
1506	152600	657487
1507	152709	657420
1508	152826	657388
1509	152910	657213
1510	153013	657117
1511	153121	657047
1512	153237	657005
1513	153350	656953
1514	153459	656888
1515	153573	656842
1516	153673	656734
1517	153801	656747
1518	153911	656681
1519	154010	656572
1520	154109	656461
1521	154237	656472
1522	154352	656430
1523	154460	656357
1524	154573	656305
1525	154681	656231
1526	154774	656093
1527	154875	655992
1528	154984	655923
1529	155090	655838
1530	155198	655765
1531	155303	655682
1532	155421	655649
1533	155518	655529
1534	155619	655425
1535	155733	655378
1536	155856	655369
1537	155965	655298
1538	156074	655227
1539	156180	655146
1540	156286	655065
1541	156397	655002
1542	156511	654956
1543	156618	654875
1544	156722	654786
1545	156845	654772
1546	156947	654675
1547	157062	654627
1548	157168	654547
1549	157279	654483
1550	157388	654415
1551	157483	654287
1552	157565	654102
1553	157660	653977
1554	157779	653946
1555	157871	653805
1556	157974	653711
1557	158082	653636
1558	158186	653548
1559	158308	653530
1560	158422	653481
1561	158524	653382
1562	158611	653220
1563	158690	653025
1564	158804	652973
1565	158907	652880
1566	159002	652752
1567	159095	652614
1568	159215	652591
1569	159329	652539
1570	159423	652409
1571	159539	652366
1572	159669	652381
1573	159839	652557
1574	159955	652517
1575	160071	652475
1576	160191	652446
1577	160296	652359
1578	160380	652186
1579	160496	652143
1580	160607	652081
1581	160724	652042
1582	160869	652114
1583	160951	651935
1584	161054	651840
1585	161165	651773
1586	161278	651719
1587	161385	651637
1588	161477	651497
1589	161591	651448
1590	161707	651404
1591	161822	651356
1592	161934	651294
1593	162046	651234
1594	162131	651065
1595	162214	650889
1596	162332	650852
1597	162456	650841
1598	162578	650823
1599	162682	650731
1600	162802	650701
1601	162911	650628
1602	163016	650542
1603	163125	650466
1604	163232	650386
1605	163348	650343
1606	163465	650300
1607	163547	650120
1608	163649	650020
1609	163764	649972
1610	163881	649932
1611	163979	649814
1612	164094	649764
1613	164189	649636
1614	164297	649559
1615	164404	649481
1616	164516	649417
1617	164631	649367
1618	164743	649306
1619	164863	649276
1620	164977	649223
1621	165072	649097
1622	165178	649010
1623	165275	648889
1624	165360	648721
1625	165469	648650
1626	165646	648842
1627	165760	648788
1628	165872	648724
1629	165974	648624
1630	166075	648518
1631	166175	648408
1632	166280	648321
1633	166390	648250
1634	166486	648126
1635	166583	648007
1636	166679	647881
1637	166800	647855
1638	166904	647762
1639	166996	647622
1640	167081	647455
1641	167191	647382
1642	167299	647303
1643	167406	647222
1644	167516	647155
1645	167632	647106
1646	167720	646951
1647	167851	646960
1648	167950	646847
1649	168043	646711
1650	168142	646598
1651	168240	646484
1652	168357	646440
1653	168470	646381
1654	168580	646309
1655	168680	646201
1656	168807	646196
1657	168922	646143
1658	169028	646058
1659	169142	646003
1660	169253	645933
1661	169364	645866
1662	169457	645732
