iter	RMSE
1665	3.3963461
1666	3.396342952
1667	3.396274997
1668	3.396274531
1669	3.396274046
1670	3.396270924
1671	3.396270452
1672	3.396237826
1673	3.396036847
1674	3.395882613
1675	3.395849937
1676	3.395730693
1677	3.395730529
1678	3.39563809
1679	3.395535778
1680	3.395353245
1681	3.395189064
1682	3.395127585
1683	3.395089839
1684	3.394880957
1685	3.394802107
1686	3.394767561
1687	3.394739977
1688	3.394707075
1689	3.394704687
1690	3.394572869
1691	3.394559508
1692	3.39441007
1693	3.394364239
1694	3.394364008
1695	3.394212497
1696	3.394210393
1697	3.394015502
1698	3.393908267
1699	3.393741381
1700	3.393729851
1701	3.393586388
1702	3.393522577
1703	3.39328033
1704	3.393175584
1705	3.392900898
1706	3.392899755
1707	3.392832223
1708	3.392779043
1709	3.392764417
1710	3.392590238
1711	3.392541371
1712	3.392386359
1713	3.392386023
1714	3.392149676
1715	3.392148984
1716	3.392054769
1717	3.391881853
1718	3.391769671
1719	3.391692452
1720	3.391546095
1721	3.391539656
1722	3.391369917
1723	3.391369435
1724	3.391311337
1725	3.391280559
1726	3.391182788
1727	3.391142724
1728	3.391107605
1729	3.390962477
1730	3.390940063
1731	3.390858885
1732	3.390655305
1733	3.390505938
1734	3.390499206
1735	3.390249098
1736	3.390219041
1737	3.390046733
1738	3.390027149
1739	3.389908468
1740	3.389908068
1741	3.389851544
1742	3.389654072
1743	3.389536285
1744	3.389383356
1745	3.389378673
1746	3.389378213
1747	3.389233656
1748	3.389204774
1749	3.389049653
1750	3.388953504
1751	3.388879616
1752	3.388725886
1753	3.388653086
1754	3.38860619
1755	3.388399523
1756	3.388393723
1757	3.388327129
1758	3.388321673
1759	3.388313422
1760	3.388272222
1761	3.388125024
1762	3.387987616
1763	3.387918823
1764	3.387758643
1765	3.387557432
1766	3.387553741
1767	3.387281831
1768	3.387275674
1769	3.387103735
1770	3.387090663
1771	3.38694012
1772	3.386795762
1773	3.386769675
1774	3.386568086
1775	3.386432055
1776	3.386376471
1777	3.38636788
1778	3.386367645
1779	3.386262064
1780	3.386249015
1781	3.386185344
1782	3.386102867
1783	3.386051994
1784	3.386036364
1785	3.385980447
1786	3.385869218
1787	3.385862985
1788	3.385861589
1789	3.385773943
1790	3.385691602
1791	3.385528712
1792	3.385489319
1793	3.385388844
1794	3.385190722
1795	3.38503139
1796	3.384987686
1797	3.384779876
1798	3.384676426
1799	3.384676008
1800	3.384616391
1801	3.384580864
1802	3.384549846
1803	3.384491423
1804	3.384490879
1805	3.38429723
1806	3.384229975
1807	3.384071333
1808	3.384039851
1809	3.38403003
1810	3.38376276
1811	3.383654335
1812	3.383639704
1813	3.383637772
1814	3.383626738
1815	3.383337067
1816	3.383236904
1817	3.383118498
1818	3.383000158
1819	3.38286161
1820	3.382837688
1821	3.38283703
1822	3.382727023
1823	3.382630925
1824	3.382551846
1825	3.382539911
1826	3.382414844
1827	3.382322461
1828	3.382090278
1829	3.382006872
1830	3.3819375
1831	3.381928084
1832	3.381788574
1833	3.381782728
1834	3.381730889
1835	3.381623988
1836	3.381593656
1837	3.381514203
1838	3.381474468
1839	3.38136016
1840	3.381217335
1841	3.38105086
1842	3.38104657
1843	3.3809818
1844	3.380938539
1845	3.380897289
1846	3.380887988
1847	3.380749268
1848	3.380635942
1849	3.38053817
1850	3.380380036
1851	3.380233106
1852	3.380232712
1853	3.380112603
1854	3.379955044
1855	3.379758103
1856	3.379720057
1857	3.379704089
1858	3.379643574
1859	3.379555883
1860	3.37955112
1861	3.379545697
1862	3.379543072
1863	3.379465089
1864	3.379284272
1865	3.379119372
1866	3.379113484
1867	3.379026458
1868	3.378965086
1869	3.378787805
1870	3.378648811
1871	3.378637391
1872	3.378564207
1873	3.378547579
1874	3.37838426
1875	3.378365906
1876	3.378212815
1877	3.378187437
1878	3.378007542
1879	3.37784768
1880	3.377697468
1881	3.377489684
1882	3.377391289
1883	3.377295171
1884	3.377180511
1885	3.377170857
1886	3.377012356
1887	3.376824359
1888	3.376679614
1889	3.376555533
1890	3.376449015
1891	3.376418295
1892	3.376398345
1893	3.37623862
1894	3.376112016
1895	3.3758795
1896	3.375756198
1897	3.375565049
1898	3.375531375
1899	3.375441662
1900	3.375253423
1901	3.374946929
1902	3.374844943
1903	3.374753967
1904	3.374753538
1905	3.374750644
1906	3.374689543
1907	3.374524904
1908	3.374520807
1909	3.374437728
1910	3.374297116
1911	3.374250146
1912	3.374145692
1913	3.373972598
1914	3.373797703
1915	3.373656039
1916	3.373519928
1917	3.37344153
1918	3.373338241
1919	3.373338098
1920	3.373268494
1921	3.373154913
1922	3.373108753
1923	3.373025601
1924	3.372808628
1925	3.372799677
1926	3.372706493
1927	3.372706109
1928	3.372582955
1929	3.372411005
1930	3.372282286
1931	3.372137772
1932	3.372097203
1933	3.372033234
1934	3.371941883
1935	3.371796812
1936	3.37179669
1937	3.371716547
1938	3.371485599
1939	3.371462991
1940	3.371244901
1941	3.371170849
1942	3.371081026
1943	3.370908046
1944	3.370791111
1945	3.370672616
1946	3.370510493
1947	3.370366392
1948	3.370236725
1949	3.37015898
1950	3.370036256
1951	3.369931478
1952	3.369801407
1953	3.36960739
1954	3.369508763
1955	3.369472718
1956	3.369468493
1957	3.36930631
1958	3.36930176
1959	3.369262165
1960	3.369152181
1961	3.369021566
1962	3.368910066
1963	3.36875261
1964	3.368672815
1965	3.368585079
1966	3.368385956
1967	3.368176139
1968	3.368018545
1969	3.367980175
1970	3.367939386
1971	3.367814289
1972	3.36780402
1973	3.367633243
1974	3.36747179
1975	3.367460339
1976	3.367458956
1977	3.36737202
1978	3.367257278
1979	3.367231537
1980	3.367142707
1981	3.366945177
1982	3.366944702
1983	3.366828053
1984	3.366740266
1985	3.366615925
1986	3.366445929
1987	3.36631784
1988	3.366168275
1989	3.36602893
1990	3.365869432
1991	3.365864514
1992	3.365746761
1993	3.365625959
1994	3.365491485
1995	3.365491116
1996	3.365344826
1997	3.36533593
1998	3.36519872
1999	3.365096642
2000	3.365092193
2001	3.364932275
2002	3.364806086
2003	3.3647861
2004	3.364758456
2005	3.364583034
2006	3.364582626
2007	3.364579614
2008	3.364446727
2009	3.364319435
2010	3.364220887
2011	3.36421031
2012	3.364142356
2013	3.364138207
2014	3.363928428
2015	3.363805414
2016	3.36373908
2017	3.363618007
2018	3.363468038
2019	3.36332357
2020	3.363235025
2021	3.363221062
2022	3.363100776
2023	3.363065439
2024	3.363001871
2025	3.362836755
2026	3.362705121
2027	3.362660428
2028	3.362604762
2029	3.362604271
2030	3.362443277
2031	3.362374968
2032	3.36215544
2033	3.362014075
2034	3.361955332
2035	3.361954247
2036	3.361951041
2037	3.361910608
2038	3.361799649
2039	3.361598803
2040	3.361379955
2041	3.361292306
2042	3.361196495
2043	3.361095478
2044	3.360977486
2045	3.360902015
2046	3.360896078
2047	3.360716546
2048	3.360701688
2049	3.360650695
2050	3.360502884
2051	3.360207008
2052	3.360071012
2053	3.359993436
2054	3.359943428
2055	3.359808928
2056	3.359650092
2057	3.35962491
2058	3.359519123
2059	3.359324653
2060	3.359324267
2061	3.359180541
2062	3.359180174
2063	3.359106958
2064	3.358999204
2065	3.358819169
2066	3.358678079
2067	3.358527164
2068	3.358386179
2069	3.358296322
2070	3.358259594
2071	3.358142369
2072	3.35802436
2073	3.358024061
2074	3.357816194
2075	3.35769103
2076	3.357568473
2077	3.357483702
2078	3.357366099
2079	3.357235876
2080	3.357235401
2081	3.357158563
2082	3.357152513
2083	3.357049644
2084	3.35693506
2085	3.35686783
2086	3.356811009
2087	3.356690499
2088	3.356671087
2089	3.356545139
2090	3.356531975
2091	3.356454906
2092	3.356454551
2093	3.356293614
2094	3.356153303
2095	3.356152879
2096	3.355972295
2097	3.355971958
2098	3.355816022
2099	3.355668338
2100	3.355604799
2101	3.355543905
2102	3.355444202
2103	3.355312184
2104	3.355304943
2105	3.355257164
2106	3.355085309
2107	3.355008673
2108	3.354926978
2109	3.354859184
2110	3.354719796
2111	3.354713113
2112	3.354643071
2113	3.354606671
2114	3.35449089
2115	3.35441202
2116	3.354262798
2117	3.354235311
2118	3.354234908
2119	3.354034522
2120	3.35391692
2121	3.353846821
2122	3.353822463
2123	3.353763308
2124	3.353637189
2125	3.353527108
2126	3.353332226
2127	3.353328805
2128	3.353084705
2129	3.352935895
2130	3.352712767
2131	3.35269638
2132	3.352599348
2133	3.352572006
2134	3.352470268
2135	3.352323022
2136	3.35206275
2137	3.351937799
2138	3.351692896
2139	3.351686467
2140	3.351665271
2141	3.351453631
2142	3.351328674
2143	3.351201297
2144	3.351199562
2145	3.350999129
2146	3.350846615
2147	3.350713195
2148	3.350592991
2149	3.35059265
2150	3.35055085
2151	3.350420729
2152	3.35032689
2153	3.350278216
2154	3.350121094
2155	3.350120971
2156	3.350120719
2157	3.349961673
2158	3.349899663
2159	3.349899312
2160	3.349799545
2161	3.349785946
2162	3.349617457
2163	3.349489305
2164	3.349388514
2165	3.349380031
2166	3.349193387
2167	3.349077
2168	3.349029731
2169	3.348963585
2170	3.348859161
2171	3.348856674
2172	3.348777575
2173	3.348648246
2174	3.348526647
2175	3.34852003
2176	3.34833747
2177	3.348323587
2178	3.348323498
2179	3.348232089
2180	3.348105101
2181	3.34804378
2182	3.347964363
2183	3.347855915
2184	3.347810415
2185	3.34770441
2186	3.347595039
2187	3.347524278
2188	3.347373752
2189	3.347322808
2190	3.347210913
2191	3.347123946
2192	3.347110701
2193	3.347061392
2194	3.346930091
2195	3.346831637
2196	3.346831353
2197	3.346809593
2198	3.34678456
2199	3.346698906
2200	3.346698555
2201	3.346611213
2202	3.346526313
2203	3.346422944
2204	3.346299943
2205	3.346219108
2206	3.346178968
2207	3.346065549
2208	3.345983628
2209	3.34595037
2210	3.345817562
2211	3.345785718
2212	3.345749095
2213	3.345669139
2214	3.345645573
2215	3.345563816
2216	3.345506477
2217	3.345405879
2218	3.345222089
2219	3.345087968
2220	3.345003709
2221	3.344999931
2222	3.344939356
2223	3.344928422
2224	3.344839066
2225	3.34476884
2226	3.344768758
2227	3.344767391
2228	3.34464526
2229	3.344573945
2230	3.344452909
2231	3.344273151
2232	3.344271492
2233	3.344114132
2234	3.344019473
2235	3.343853157
2236	3.343707822
2237	3.343629409
2238	3.343446451
2239	3.343431672
2240	3.343301257
2241	3.343241943
2242	3.343241636
2243	3.343073117
2244	3.342916784
2245	3.34285624
2246	3.34271224
2247	3.342706277
2248	3.342546589
2249	3.342420408
2250	3.342420069
2251	3.342245475
2252	3.342168493
2253	3.342105467
2254	3.34210536
2255	3.341966061
2256	3.341860409
2257	3.341751855
2258	3.341672095
2259	3.341544567
2260	3.3415402
2261	3.341494272
2262	3.34136312
2263	3.341260039
2264	3.341082153
2265	3.340960408
2266	3.34085629
2267	3.340719243
2268	3.340674683
2269	3.340656664
2270	3.340434223
2271	3.340387207
2272	3.340201299
2273	3.340068032
2274	3.34000554
2275	3.339882732
2276	3.33975978
2277	3.339529333
2278	3.33931635
2279	3.339209085
2280	3.339191339
2281	3.33917935
2282	3.339076998
2283	3.339054276
2284	3.338870931
2285	3.338773614
2286	3.338643476
2287	3.338557226
2288	3.338469754
2289	3.33844387
2290	3.338352656
2291	3.338257631
2292	3.338052657
2293	3.337950289
2294	3.337830375
2295	3.337727938
2296	3.33758047
2297	3.337428387
2298	3.337393868
2299	3.337246066
2300	3.337144422
2301	3.337084198
2302	3.336941621
2303	3.336875749
2304	3.336826053
2305	3.336825052
2306	3.336824658
2307	3.336669597
2308	3.336557556
2309	3.336440998
2310	3.336321348
2311	3.336194307
2312	3.335983427
2313	3.335803838
2314	3.335803495
2315	3.335678713
2316	3.335551557
2317	3.335545917
2318	3.335462189
2319	3.335357005
2320	3.335316379
2321	3.335303842
2322	3.335253158
2323	3.335136731
2324	3.334964676
2325	3.334891851
2326	3.334754278
2327	3.334654843
2328	3.334500627
2329	3.334500515
2330	3.33437928
2331	3.334190288
2332	3.333998409
2333	3.333892815
2334	3.333837051
2335	3.33367962
2336	3.333648066
2337	3.333522281
2338	3.333491413
2339	3.333490831
2340	3.33336657
2341	3.333251789
2342	3.333229079
2343	3.333130366
2344	3.333130087
2345	3.332994839
2346	3.332927618
2347	3.332779778
2348	3.332582432
2349	3.332491865
2350	3.33249156
2351	3.332484268
2352	3.33247892
2353	3.332405442
2354	3.332311524
2355	3.332266642
2356	3.332100891
2357	3.331974903
2358	3.331754728
2359	3.331595412
2360	3.331594338
2361	3.331534928
2362	3.331438169
2363	3.331376434
2364	3.331334134
2365	3.331234822
2366	3.331099887
2367	3.331040182
2368	3.330866497
2369	3.330866162
2370	3.33081891
2371	3.330805369
2372	3.330545183
2373	3.330474289
2374	3.33035233
2375	3.330135692
2376	3.33006802
2377	3.329980574
2378	3.329980306
2379	3.329823238
2380	3.32981226
2381	3.329810103
2382	3.329700414
2383	3.329589368
2384	3.329589104
2385	3.329464744
2386	3.329326467
2387	3.329064439
2388	3.328927052
2389	3.328917633
2390	3.328725186
2391	3.328624322
2392	3.328623533
2393	3.328493385
2394	3.328310399
2395	3.328308141
2396	3.328119619
2397	3.328041979
2398	3.328017172
2399	3.327932351
2400	3.327931897
2401	3.327890238
2402	3.327841985
2403	3.327841628
2404	3.327821032
2405	3.327795564
2406	3.327634603
2407	3.327572144
2408	3.327360955
2409	3.327224456
2410	3.327120852
2411	3.327043629
2412	3.32699394
2413	3.326924353
2414	3.326765311
2415	3.326661911
2416	3.326544498
2417	3.326544312
2418	3.326369152
2419	3.326333664
2420	3.326327213
2421	3.326206756
2422	3.326159948
2423	3.325874477
2424	3.325750942
2425	3.325613599
2426	3.325596552
2427	3.325513217
2428	3.325402653
2429	3.325311164
2430	3.325310037
2431	3.325251222
2432	3.325248362
2433	3.325242523
2434	3.325144597
2435	3.325064024
2436	3.324921304
2437	3.324898019
2438	3.324840531
2439	3.32476687
2440	3.324766504
2441	3.324738632
2442	3.324675364
2443	3.324655928
2444	3.324493832
2445	3.32442351
2446	3.32434109
2447	3.324291915
2448	3.324200301
2449	3.3241371
2450	3.324015555
2451	3.323902955
2452	3.32390273
2453	3.323760528
2454	3.323630393
2455	3.323557573
2456	3.323553585
2457	3.323484988
2458	3.323397455
2459	3.323305879
2460	3.323244911
2461	3.323201482
2462	3.323083822
2463	3.323006893
2464	3.323001033
2465	3.322896573
2466	3.322783092
2467	3.32268133
2468	3.322419435
2469	3.322281045
2470	3.322215786
2471	3.32210597
2472	3.32205536
2473	3.321887074
2474	3.321741833
2475	3.321676665
2476	3.321632335
2477	3.321472692
2478	3.321354427
2479	3.321307496
2480	3.321231742
2481	3.321131891
2482	3.320933601
2483	3.32082528
2484	3.320824463
2485	3.32078143
2486	3.320688447
2487	3.320688231
2488	3.320582219
2489	3.320484209
2490	3.32034719
2491	3.320132413
2492	3.320051121
2493	3.319966439
2494	3.319874473
2495	3.319793638
2496	3.319748594
2497	3.319698654
2498	3.319603405
2499	3.319475275
2500	3.319437036
2501	3.319381401
2502	3.319339959
2503	3.319234521
2504	3.319232804
2505	3.319187574
2506	3.319114296
2507	3.319090424
2508	3.318962222
2509	3.318857144
2510	3.318780497
2511	3.318675832
2512	3.318607536
2513	3.318493704
2514	3.318491395
2515	3.318394899
2516	3.318387438
2517	3.318335078
2518	3.31821853
2519	3.31811028
2520	3.318076352
2521	3.318009709
2522	3.317848039
2523	3.317726179
2524	3.317715395
2525	3.317637616
2526	3.317486613
2527	3.317465761
2528	3.317387109
2529	3.317284821
2530	3.317260693
2531	3.317195516
2532	3.317135567
2533	3.31712772
2534	3.317114273
2535	3.317077569
2536	3.316972231
2537	3.316936503
2538	3.316836227
2539	3.316801153
2540	3.316672933
2541	3.316649705
2542	3.316571695
2543	3.316455744
2544	3.316336615
2545	3.31621242
2546	3.316211578
2547	3.316134838
2548	3.316032824
2549	3.316028141
2550	3.31600018
2551	3.315979724
2552	3.315979399
2553	3.315880507
2554	3.315858755
2555	3.315765363
2556	3.315550488
2557	3.315434589
2558	3.315331679
2559	3.315242029
2560	3.315153208
2561	3.315049492
2562	3.31497072
2563	3.31486514
2564	3.314765929
2565	3.314652025
2566	3.314498105
2567	3.314412421
2568	3.314353729
2569	3.314185523
2570	3.314185182
2571	3.314163571
2572	3.314084927
2573	3.314084616
2574	3.31402551
2575	3.313970037
2576	3.313961253
2577	3.31378705
2578	3.313763829
2579	3.313648678
2580	3.313617316
2581	3.313617228
2582	3.31361693
2583	3.313616618
2584	3.313489983
2585	3.313411084
2586	3.313267698
2587	3.31325315
2588	3.313077587
2589	3.313035556
2590	3.313021811
2591	3.312966852
2592	3.312905065
2593	3.312817973
2594	3.312777738
2595	3.312654198
2596	3.312595572
2597	3.312488483
2598	3.312422739
2599	3.312422441
2600	3.312419415
2601	3.312315509
2602	3.312130889
2603	3.31203301
2604	3.311893073
2605	3.311702327
2606	3.311689321
2607	3.311654947
2608	3.311453361
2609	3.311347254
2610	3.311227666
2611	3.311201815
2612	3.31110073
2613	3.31110045
2614	3.311016314
2615	3.310969014
2616	3.310958713
2617	3.310835067
2618	3.310827507
2619	3.310688627
2620	3.310627745
2621	3.310496994
2622	3.310467149
2623	3.310464041
2624	3.31041303
2625	3.310328162
2626	3.310217749
2627	3.310072092
2628	3.309961526
2629	3.309961329
2630	3.309826204
2631	3.30975775
2632	3.309641484
2633	3.309523298
2634	3.30943471
2635	3.309322194
2636	3.309318914
2637	3.30923923
2638	3.309119211
2639	3.309067459
2640	3.309051114
2641	3.308948683
2642	3.308948497
2643	3.308811302
2644	3.308721706
2645	3.30861723
2646	3.308506299
2647	3.308363452
2648	3.30831453
2649	3.308081791
2650	3.307977248
2651	3.307831096
2652	3.307785473
2653	3.307683092
2654	3.307611094
2655	3.307548555
2656	3.307424961
2657	3.307269624
2658	3.307113122
2659	3.307112146
2660	3.307037002
2661	3.307024686
2662	3.306937165
2663	3.306863238
2664	3.3067508
2665	3.306680764
2666	3.306602372
2667	3.30639227
2668	3.306331082
2669	3.30626139
2670	3.306175722
2671	3.306095755
2672	3.305998736
2673	3.305883373
2674	3.305826633
2675	3.305776185
2676	3.305673734
2677	3.305670866
2678	3.305645143
2679	3.305642785
2680	3.305563154
2681	3.305463015
2682	3.305460702
2683	3.305421444
2684	3.305421141
2685	3.305408087
2686	3.305319432
2687	3.305239202
2688	3.305102482
2689	3.305015188
2690	3.304906051
2691	3.30490168
2692	3.304841459
2693	3.304693915
2694	3.30451561
2695	3.304515174
2696	3.304445028
2697	3.304431035
2698	3.304375489
2699	3.304347573
2700	3.304282683
2701	3.304267438
2702	3.304265383
2703	3.304157197
2704	3.304062094
2705	3.30393873
2706	3.303843344
2707	3.303758935
2708	3.303755688
2709	3.303713956
2710	3.30371368
2711	3.303534878
2712	3.303460718
2713	3.303364063
2714	3.303263852
2715	3.303262397
2716	3.303114037
2717	3.303009951
2718	3.303008077
2719	3.302982089
2720	3.302876365
2721	3.30284265
2722	3.302762062
2723	3.30269686
2724	3.302591149
2725	3.302491981
2726	3.302438927
2727	3.30233224
2728	3.30221374
2729	3.302183998
2730	3.302070004
2731	3.301957751
2732	3.301805083
2733	3.301675195
2734	3.301596774
2735	3.30146353
2736	3.301463446
2737	3.301290708
2738	3.301134625
2739	3.300987364
2740	3.300872126
2741	3.300810882
2742	3.300723913
2743	3.30061573
2744	3.300525789
2745	3.300482573
2746	3.300379941
2747	3.300286383
2748	3.300168604
2749	3.300140978
2750	3.300079497
2751	3.300079274
2752	3.300077277
2753	3.299923934
2754	3.299857105
2755	3.299793055
2756	3.299760185
2757	3.29972363
2758	3.299693593
2759	3.299632577
2760	3.299530978
2761	3.29943716
2762	3.299387134
2763	3.299370091
2764	3.299356908
2765	3.299232542
2766	3.299055561
2767	3.298877679
2768	3.298869607
2769	3.298862612
2770	3.298805942
2771	3.298746223
2772	3.298576738
2773	3.298508358
2774	3.298398094
2775	3.298397154
2776	3.298339804
2777	3.298336438
2778	3.298215609
2779	3.298161712
2780	3.297967543
2781	3.297855013
2782	3.297743275
2783	3.297576935
2784	3.297501295
2785	3.297447936
2786	3.297243596
2787	3.297139669
2788	3.297021478
2789	3.296941154
2790	3.29680068
2791	3.29677702
2792	3.296712452
2793	3.296516957
2794	3.29651369
2795	3.296513579
2796	3.296450732
2797	3.296425426
2798	3.29628842
2799	3.29624837
2800	3.29618213
2801	3.29608288
2802	3.296050958
2803	3.295999737
2804	3.295945819
2805	3.295906682
2806	3.295790044
2807	3.295657942
2808	3.295540926
2809	3.29550359
2810	3.295440138
2811	3.29540768
2812	3.295399262
2813	3.295336787
2814	3.295233774
2815	3.295233696
2816	3.29509557
2817	3.294992993
2818	3.294888541
2819	3.294818487
2820	3.29469815
2821	3.294568268
2822	3.294447792
2823	3.294360291
2824	3.294309719
2825	3.294115113
2826	3.29402419
2827	3.29393691
2828	3.29393677
2829	3.293890685
2830	3.293786359
2831	3.293676134
2832	3.293627816
2833	3.29362757
2834	3.293525469
2835	3.293445269
2836	3.293247849
2837	3.293236573
2838	3.29314311
2839	3.293080238
2840	3.292937897
2841	3.292904485
2842	3.29281869
2843	3.29263045
2844	3.292628878
2845	3.292588915
2846	3.292394693
2847	3.292250921
2848	3.292023314
2849	3.291985898
2850	3.291930654
2851	3.29189378
2852	3.291862686
2853	3.291786667
2854	3.291694221
2855	3.291583863
2856	3.291488136
2857	3.291418887
2858	3.291365759
2859	3.291265804
2860	3.29122342
2861	3.291104329
2862	3.291080552
2863	3.290999225
2864	3.290979736
2865	3.290877622
2866	3.290774888
2867	3.29069728
2868	3.290563036
2869	3.290458817
2870	3.290440482
2871	3.290323706
2872	3.290192378
2873	3.290156077
2874	3.290016533
2875	3.289864063
2876	3.289777002
2877	3.289720594
2878	3.289615264
2879	3.289498373
2880	3.289436623
2881	3.289298002
2882	3.289178895
2883	3.289008844
2884	3.288895825
2885	3.2887417
2886	3.28861467
2887	3.288456098
2888	3.288325455
2889	3.288279803
2890	3.288244539
2891	3.288179763
2892	3.28817921
2893	3.288111975
2894	3.288034443
2895	3.287913136
2896	3.287863243
2897	3.287771546
2898	3.287769724
2899	3.287758907
2900	3.287757392
2901	3.287611979
2902	3.287605558
2903	3.287469592
2904	3.287329396
2905	3.287283204
2906	3.287251158
2907	3.287121773
2908	3.286985621
2909	3.286966228
2910	3.286965238
2911	3.286876255
2912	3.286761362
2913	3.286609946
2914	3.286548114
2915	3.286436732
2916	3.286364994
2917	3.286281017
2918	3.28619846
2919	3.286172489
2920	3.286103477
2921	3.285994354
2922	3.285853394
2923	3.285734931
2924	3.285533115
2925	3.285430935
2926	3.28541853
2927	3.28537137
2928	3.285361773
2929	3.285280758
2930	3.285179042
2931	3.2850742
2932	3.284982731
2933	3.28487599
2934	3.284728699
2935	3.28469077
2936	3.284655954
2937	3.28453071
2938	3.284461876
2939	3.284355608
2940	3.284269658
2941	3.284179725
2942	3.284117222
2943	3.284114716
2944	3.284024649
2945	3.283932265
2946	3.283801486
2947	3.283755112
2948	3.283687597
2949	3.283573663
2950	3.283488581
2951	3.28341703
2952	3.283339209
2953	3.283259996
2954	3.28315808
2955	3.283090584
2956	3.283084149
2957	3.282970387
2958	3.282879189
2959	3.282772057
2960	3.282659017
2961	3.282647565
2962	3.282608533
2963	3.282566288
2964	3.282468526
2965	3.28234164
2966	3.282201165
2967	3.282115553
2968	3.281926999
2969	3.281806779
2970	3.281679219
2971	3.281622198
2972	3.281585204
2973	3.281476093
2974	3.28141723
2975	3.281401868
2976	3.281311083
2977	3.28112224
2978	3.281121299
2979	3.281000623
2980	3.280950904
2981	3.280947462
2982	3.280930626
2983	3.280857434
2984	3.280805036
2985	3.280687756
2986	3.280573566
2987	3.280559902
2988	3.280434243
2989	3.280405756
2990	3.280192852
2991	3.280144558
2992	3.280092264
2993	3.28004532
2994	3.279916178
2995	3.279799248
2996	3.279701268
2997	3.279587609
2998	3.279539438
2999	3.279522062
3000	3.279512823
3001	3.279493732
3002	3.27948881
3003	3.279398659
3004	3.279396093
3005	3.279359031
3006	3.279330354
3007	3.279286324
3008	3.279251228
3009	3.279204556
3010	3.279084677
3011	3.278981309
3012	3.27885168
3013	3.278778362
3014	3.27863405
3015	3.278632941
3016	3.278608967
3017	3.2784662
3018	3.278433527
3019	3.278379124
3020	3.278302381
3021	3.278272266
3022	3.278143534
3023	3.278047046
3024	3.277915906
3025	3.277814669
3026	3.277716554
3027	3.277641555
3028	3.277516311
3029	3.277338665
3030	3.277214952
3031	3.27710695
3032	3.277060506
3033	3.276898897
3034	3.276721447
3035	3.276682729
3036	3.276551559
3037	3.276514166
3038	3.276333389
3039	3.27628702
3040	3.276255998
3041	3.276232199
3042	3.276162727
3043	3.276078189
3044	3.275988144
3045	3.27584763
3046	3.275750962
3047	3.275696591
3048	3.275694595
3049	3.27560392
3050	3.275523709
3051	3.275402162
3052	3.275344188
3053	3.275285902
3054	3.275282079
3055	3.275267677
3056	3.275178624
3057	3.275160879
3058	3.275113505
3059	3.275081689
3060	3.275029063
3061	3.274982394
3062	3.274866566
3063	3.274718068
3064	3.274615768
3065	3.274551697
3066	3.274399547
3067	3.274336959
3068	3.274166988
3069	3.274053528
3070	3.274023398
3071	3.273949663
3072	3.273808511
3073	3.273685538
3074	3.273679219
3075	3.273617197
3076	3.27361496
3077	3.273565035
3078	3.273371229
3079	3.273192576
3080	3.273102812
3081	3.273050695
3082	3.272978256
3083	3.272834958
3084	3.272711704
3085	3.272582588
3086	3.272517777
3087	3.272449769
3088	3.27231143
3089	3.272252481
3090	3.272137543
3091	3.272062283
3092	3.27200268
3093	3.271941333
3094	3.27181882
3095	3.271792209
3096	3.271641246
3097	3.271526908
3098	3.271460347
3099	3.271460099
3100	3.271458386
3101	3.2713564
3102	3.271289149
3103	3.271139638
3104	3.27104394
3105	3.271020228
3106	3.270916882
3107	3.270823532
3108	3.270822057
3109	3.270784349
3110	3.270595936
3111	3.270524464
3112	3.270393057
3113	3.270287231
3114	3.270283128
3115	3.270200832
3116	3.270059325
3117	3.269975529
3118	3.269832224
3119	3.269780002
3120	3.269764663
3121	3.269627234
3122	3.269603141
3123	3.269424267
3124	3.269283365
3125	3.269127711
3126	3.269060118
3127	3.269039166
3128	3.268833772
3129	3.268798651
3130	3.268796081
3131	3.268709303
3132	3.268598538
3133	3.268565679
3134	3.268393514
3135	3.268379917
3136	3.268359855
3137	3.268234384
3138	3.268200686
3139	3.268180367
3140	3.268055509
3141	3.267997298
3142	3.267970139
3143	3.267908531
3144	3.267713974
3145	3.267635332
3146	3.26763516
3147	3.267516859
3148	3.267463089
3149	3.267356496
3150	3.267285855
3151	3.267197874
3152	3.267090875
3153	3.267034831
3154	3.266959568
3155	3.266920479
3156	3.266884675
3157	3.266839482
3158	3.266723657
3159	3.266657062
3160	3.266535116
3161	3.266456636
3162	3.266410594
3163	3.266344423
3164	3.26631168
3165	3.26621639
3166	3.266210302
3167	3.266140068
3168	3.266139906
3169	3.266121736
3170	3.266096827
3171	3.266000774
3172	3.265890301
3173	3.265814468
3174	3.265735312
3175	3.265716645
3176	3.265605496
3177	3.265560097
3178	3.265522665
3179	3.265405108
3180	3.265254663
3181	3.265138902
3182	3.265057626
3183	3.265051347
3184	3.264908415
3185	3.264827977
3186	3.264720672
3187	3.264584097
3188	3.264521016
3189	3.264422754
3190	3.264309635
3191	3.264185058
3192	3.264119443
3193	3.264056933
3194	3.26396332
3195	3.263869386
3196	3.263736276
3197	3.263652753
3198	3.263517475
3199	3.263344625
3200	3.263238568
3201	3.26316897
3202	3.26302104
3203	3.262939546
3204	3.262927283
3205	3.262712891
3206	3.262643948
3207	3.262523141
3208	3.262414806
3209	3.262351874
3210	3.262186881
3211	3.262082383
3212	3.261898301
3213	3.26179825
3214	3.26177465
3215	3.261748298
3216	3.261644626
3217	3.26156162
3218	3.261497042
