iter	RMSE
138	3.642892508
139	3.64166899
140	3.640739564
141	3.639538424
142	3.638497437
143	3.637332625
144	3.636048896
145	3.63510274
146	3.634221573
147	3.633136959
148	3.632069685
149	3.630855065
150	3.629908331
151	3.629199238
152	3.628079451
153	3.627200948
154	3.626123256
155	3.625227183
156	3.624587404
157	3.624046032
158	3.623236321
159	3.622363939
160	3.621490047
161	3.620632444
162	3.619801135
163	3.619079004
164	3.618567456
165	3.618021949
166	3.617020871
167	3.616263877
168	3.615615554
169	3.614767417
170	3.614280522
171	3.613083667
172	3.612237608
173	3.611428701
174	3.610895977
175	3.610399301
176	3.609841074
177	3.608729093
178	3.608114577
179	3.607437571
180	3.606911615
181	3.606372949
182	3.605654821
183	3.604887351
184	3.60440737
185	3.603870767
186	3.603141798
187	3.602507731
188	3.601644902
189	3.600981885
190	3.600509947
191	3.59982977
192	3.599274716
193	3.59861313
194	3.597655907
195	3.597088894
196	3.59627895
197	3.595833504
198	3.595285894
199	3.594813507
200	3.594151715
201	3.593753883
202	3.593137464
203	3.59250932
204	3.592246865
205	3.591911082
206	3.591349831
207	3.590996573
208	3.590225477
209	3.589524237
210	3.589030007
211	3.588800041
212	3.588450077
213	3.588056682
214	3.587566183
215	3.587027933
216	3.586473534
217	3.585814622
218	3.585562964
219	3.584870821
220	3.584577754
221	3.584204859
222	3.583633803
223	3.582944798
224	3.582375239
225	3.581956726
226	3.581776595
227	3.581511019
228	3.581060909
229	3.580592683
230	3.580056978
231	3.579772704
232	3.579567406
233	3.579198189
234	3.579041122
235	3.578362099
236	3.577950174
237	3.577553863
238	3.577040388
239	3.576767784
240	3.576304123
241	3.575822744
242	3.575320704
243	3.574768192
244	3.574238911
245	3.573909357
246	3.573482526
247	3.573002561
248	3.572417156
249	3.571995419
250	3.571754658
251	3.571298775
252	3.571034488
253	3.570865808
254	3.570675354
255	3.570346319
256	3.570112541
257	3.569707565
258	3.569379726
259	3.568933599
260	3.568753427
261	3.568321405
262	3.567927441
263	3.567501136
264	3.566973113
265	3.566966954
266	3.566828773
267	3.566508032
268	3.566200526
269	3.565922461
270	3.565520888
271	3.565221456
272	3.564984259
273	3.564757741
274	3.564606557
275	3.564556033
276	3.564308182
277	3.564038155
278	3.56383306
279	3.563618974
280	3.563066443
281	3.562855865
282	3.56255765
283	3.562355042
284	3.561910792
285	3.561694287
286	3.561487986
287	3.561289823
288	3.560966936
289	3.560534977
290	3.5601371
291	3.559873577
292	3.559423253
293	3.559088489
294	3.558835128
295	3.558488032
296	3.557867742
297	3.557565788
298	3.55755624
299	3.557274076
300	3.55681383
301	3.556457976
302	3.556020768
303	3.555748448
304	3.555517691
305	3.555245567
306	3.555119874
307	3.555042382
308	3.554778098
309	3.55441283
310	3.554399737
311	3.554131109
312	3.553849595
313	3.55343122
314	3.553136508
315	3.552898021
316	3.552486597
317	3.552455412
318	3.551988148
319	3.551982096
320	3.551717999
321	3.551521809
322	3.551514101
323	3.551149189
324	3.550831904
325	3.550724069
326	3.550583387
327	3.550577632
328	3.550360306
329	3.550070601
330	3.549720014
331	3.549426453
332	3.549298414
333	3.549178571
334	3.549065981
335	3.548825643
336	3.548339224
337	3.548292917
338	3.548138055
339	3.548135498
340	3.54812572
341	3.547714306
342	3.547621069
343	3.547429177
344	3.547078809
345	3.546984143
346	3.546645169
347	3.546140503
348	3.545917136
349	3.545740621
350	3.545363656
351	3.545179782
352	3.544780855
353	3.544671627
354	3.544369025
355	3.544135812
356	3.543778103
357	3.543143034
358	3.542977363
359	3.542610066
360	3.54219057
361	3.541801931
362	3.541724466
363	3.541505954
364	3.541503418
365	3.541382946
366	3.541136879
367	3.540930038
368	3.540757306
369	3.540571489
370	3.540387582
371	3.540130256
372	3.540020695
373	3.539943914
374	3.539587919
375	3.539322891
376	3.538907516
377	3.538684627
378	3.5384394
379	3.538075102
380	3.537856639
381	3.537659986
382	3.537393866
383	3.537229228
384	3.537149244
385	3.537017696
386	3.536579267
387	3.536386677
388	3.536110407
389	3.536036254
390	3.535768565
391	3.535595438
392	3.535594028
393	3.535407889
394	3.535128543
395	3.534861966
396	3.534689928
397	3.534510011
398	3.53420733
399	3.533939674
400	3.533590422
401	3.533457775
402	3.533264886
403	3.532826615
404	3.53261828
405	3.532371496
406	3.532317983
407	3.532170148
408	3.532017634
409	3.531616891
410	3.531615586
411	3.531439917
412	3.531208612
413	3.531186735
414	3.530907843
415	3.530904234
416	3.530745816
417	3.530526042
418	3.530131578
419	3.530062544
420	3.530033424
421	3.529888696
422	3.529887317
423	3.529716433
424	3.529650184
425	3.529511263
426	3.529319634
427	3.529315125
428	3.529070535
429	3.529068402
430	3.529066648
431	3.529028626
432	3.529026898
433	3.529025541
434	3.529022456
435	3.528961035
436	3.528921761
437	3.528920225
438	3.528682981
439	3.528658946
440	3.528645832
441	3.528636267
442	3.528527596
443	3.528479271
444	3.528445088
445	3.528312516
446	3.528311472
447	3.528309575
448	3.528228563
449	3.528101146
450	3.528099411
451	3.528080946
452	3.527773884
453	3.527772716
454	3.527469476
455	3.527454734
456	3.527453583
457	3.527437551
458	3.527269088
459	3.527256425
460	3.52724656
461	3.527228953
462	3.527226903
463	3.527218471
464	3.527075386
465	3.526947625
466	3.526829395
467	3.526828247
468	3.526674888
469	3.526650887
470	3.526641181
471	3.526572945
472	3.526571825
473	3.526537858
474	3.52646416
475	3.526462687
476	3.526459827
477	3.526426076
478	3.526245202
479	3.526207131
480	3.526192623
481	3.526024354
482	3.526023348
483	3.525987495
484	3.525984782
485	3.525983301
486	3.525893513
487	3.525840856
488	3.525670622
489	3.525597178
490	3.52539122
491	3.525145412
492	3.524930299
493	3.524738207
494	3.524723791
495	3.524451045
496	3.524285802
497	3.524138192
498	3.524040045
499	3.52403617
500	3.523922843
501	3.523774119
502	3.523657744
503	3.523646522
504	3.523643187
505	3.523641299
506	3.523566176
507	3.523552765
508	3.523409631
509	3.523357505
510	3.523123046
511	3.523121441
512	3.523112831
513	3.523111711
514	3.523110306
515	3.52310347
516	3.523086884
517	3.522961281
518	3.522939288
519	3.52293186
520	3.52292741
521	3.522751566
522	3.522750263
523	3.522748935
524	3.522570539
525	3.522569203
526	3.522561903
527	3.522402916
528	3.522351865
529	3.522350629
530	3.522343723
531	3.522342674
532	3.52233544
533	3.522306458
534	3.522264816
535	3.52226315
536	3.522131779
537	3.521903326
538	3.52163832
539	3.52161899
540	3.521611913
541	3.521410392
542	3.521382618
543	3.521191573
544	3.521011356
545	3.520716305
546	3.520526025
547	3.52050578
548	3.520503998
549	3.520448826
550	3.520306029
551	3.520080311
552	3.519998446
553	3.519781253
554	3.519779524
555	3.519737712
556	3.519736167
557	3.519729731
558	3.519728303
559	3.519712707
560	3.51950911
561	3.519502207
562	3.519428527
563	3.519427185
564	3.519098134
565	3.519097086
566	3.518946159
567	3.518543062
568	3.518485686
569	3.518461305
570	3.518450967
571	3.518286707
572	3.517987964
573	3.517827928
574	3.517740159
575	3.517692879
576	3.517691694
577	3.517636211
578	3.517319434
579	3.517236079
580	3.516989992
581	3.516798538
582	3.516646469
583	3.516450778
584	3.516432457
585	3.516402789
586	3.516396198
587	3.51636128
588	3.516316336
589	3.516145899
590	3.516028005
591	3.515755188
592	3.515422995
593	3.515413939
594	3.515390046
595	3.515374018
596	3.515313769
597	3.515162705
598	3.515105154
599	3.515104112
600	3.515030125
601	3.514962873
602	3.514761962
603	3.514344318
604	3.514343135
605	3.514342136
606	3.514203146
607	3.513964252
608	3.513793211
609	3.513551507
610	3.513359406
611	3.513238371
612	3.513090327
613	3.512947438
614	3.512916313
615	3.512915057
616	3.512913696
617	3.512899402
618	3.512662193
619	3.512416529
620	3.512415643
621	3.512386673
622	3.512349884
623	3.512296317
624	3.512295386
625	3.512140427
626	3.512125015
627	3.51197014
628	3.511858017
629	3.511817465
630	3.511694475
631	3.511522775
632	3.511297535
633	3.511274445
634	3.510958254
635	3.510943272
636	3.510920902
637	3.510690879
638	3.510684638
639	3.510452864
640	3.510451945
641	3.510251609
642	3.510238205
643	3.51002463
644	3.510023443
645	3.509903306
646	3.509897138
647	3.50984263
648	3.509634902
649	3.509567522
650	3.509566551
651	3.509565754
652	3.509546271
653	3.509269669
654	3.509093161
655	3.509092168
656	3.508874074
657	3.508872923
658	3.508610664
659	3.508550547
660	3.508389563
661	3.508322063
662	3.508260574
663	3.50820475
664	3.508076208
665	3.507998451
666	3.507996287
667	3.507992032
668	3.507875286
669	3.507870897
670	3.507753015
671	3.507473724
672	3.507445057
673	3.507165082
674	3.507135831
675	3.506982257
676	3.506971387
677	3.506887083
678	3.506630106
679	3.506629159
680	3.5064816
681	3.506264982
682	3.50603073
683	3.506029916
684	3.505824617
685	3.50581086
686	3.505532118
687	3.505531196
688	3.505223261
689	3.505222377
690	3.505221611
691	3.505151977
692	3.50503012
693	3.504772021
694	3.504771127
695	3.50466047
696	3.504657701
697	3.504553241
698	3.504339789
699	3.504101336
700	3.50410045
701	3.503906605
702	3.503902533
703	3.503748478
704	3.503743884
705	3.50356802
706	3.503538395
707	3.503436578
708	3.503222046
709	3.503210639
710	3.503081502
711	3.502850121
712	3.502672941
713	3.50244639
714	3.502445555
715	3.502433444
716	3.502369653
717	3.502074001
718	3.5018612
719	3.501860472
720	3.501712218
721	3.501687963
722	3.501645572
723	3.50132958
724	3.501250707
725	3.500874716
726	3.500778199
727	3.500663381
728	3.500521319
729	3.500273383
730	3.500272577
731	3.50006481
732	3.500040375
733	3.499975055
734	3.499968285
735	3.499858721
736	3.49973446
737	3.499708967
738	3.499422602
739	3.499411582
740	3.499293158
741	3.499086767
742	3.498949777
743	3.498825067
744	3.498729327
745	3.498536638
746	3.498535769
747	3.498327662
748	3.497971231
749	3.497823051
750	3.497820283
751	3.497549928
752	3.497350776
753	3.497178137
754	3.497020645
755	3.496908514
756	3.49683481
757	3.496606972
758	3.496357441
759	3.496351339
760	3.496085913
761	3.49591461
762	3.49581554
763	3.495654151
764	3.495441028
765	3.495163042
766	3.495162159
767	3.495112777
768	3.494835564
769	3.494828904
770	3.494727212
771	3.494568715
772	3.49453753
773	3.494382
774	3.494347006
775	3.494215153
776	3.493956853
777	3.493697315
778	3.493558063
779	3.493326274
780	3.493285643
781	3.493169477
782	3.493168874
783	3.493168245
784	3.493167651
785	3.493167031
786	3.493066355
787	3.493065667
788	3.493052869
789	3.492930148
790	3.492723441
791	3.492472603
792	3.492194296
793	3.49212471
794	3.491925919
795	3.491925236
796	3.491917923
797	3.491883862
798	3.491764784
799	3.491594811
800	3.491492394
801	3.491340356
802	3.49133844
803	3.491131505
804	3.491122986
805	3.491032258
806	3.491028852
807	3.490838511
808	3.49083208
809	3.490704752
810	3.490628567
811	3.490625027
812	3.490457939
813	3.490284624
814	3.490060463
815	3.489935552
816	3.489640594
817	3.489497065
818	3.489427323
819	3.489423787
820	3.489421138
821	3.489171743
822	3.489033216
823	3.488808217
824	3.488766178
825	3.488485513
826	3.48845206
827	3.48833276
828	3.488137291
829	3.488135898
830	3.488133507
831	3.487890335
832	3.487739326
833	3.487647644
834	3.487545182
835	3.487322071
836	3.487280967
837	3.487135807
838	3.48713246
839	3.48699075
840	3.486838312
841	3.486803603
842	3.486767042
843	3.486519358
844	3.486198327
845	3.486071934
846	3.485751206
847	3.485614992
848	3.485613511
849	3.48546764
850	3.4854358
851	3.485231451
852	3.485230672
853	3.484997522
854	3.484797437
855	3.484796688
856	3.484691297
857	3.484488557
858	3.484336999
859	3.48413145
860	3.484066664
861	3.484061933
862	3.484033065
863	3.483989375
864	3.483741943
865	3.483738322
866	3.483737584
867	3.483544361
868	3.483353357
869	3.483234014
870	3.483230913
871	3.483118213
872	3.483056935
873	3.483053554
874	3.482897488
875	3.482836446
876	3.48252721
877	3.482368769
878	3.482280677
879	3.482030377
880	3.482029868
881	3.482018038
882	3.481793252
883	3.481739051
884	3.481738124
885	3.481736086
886	3.481691343
887	3.481563361
888	3.481281627
889	3.481146429
890	3.481009357
891	3.481008675
892	3.48100803
893	3.480771874
894	3.48075606
895	3.480634074
896	3.48060292
897	3.480276623
898	3.479976144
899	3.479793401
900	3.479739861
901	3.479597168
902	3.479576279
903	3.479486293
904	3.479256551
905	3.479091352
906	3.47885771
907	3.478710906
908	3.478508971
909	3.47843676
910	3.478298536
911	3.478235512
912	3.478151314
913	3.478060688
914	3.477788402
915	3.477640592
916	3.477512659
917	3.477285066
918	3.476971834
919	3.476774469
920	3.476606239
921	3.476414576
922	3.476313568
923	3.476083676
924	3.475800039
925	3.475796213
926	3.475564396
927	3.47524109
928	3.47505087
929	3.475022204
930	3.474931553
931	3.474761191
932	3.474454959
933	3.474204181
934	3.474162136
935	3.474006792
936	3.474002199
937	3.47379807
938	3.473793519
939	3.473669791
940	3.473529344
941	3.473526855
942	3.473285682
943	3.473283524
944	3.473278438
945	3.473137103
946	3.4730686
947	3.472980847
948	3.472926363
949	3.472890617
950	3.472883537
951	3.472868551
952	3.472771284
953	3.472696862
954	3.472472881
955	3.472426679
956	3.472117202
957	3.471944827
958	3.47185608
959	3.471818529
960	3.471632829
961	3.471469043
962	3.471198508
963	3.471153622
964	3.4709707
965	3.470774522
966	3.470773914
967	3.470669192
968	3.47043386
969	3.470281444
970	3.470219673
971	3.470033401
972	3.470028933
973	3.46997484
974	3.469971173
975	3.469968337
976	3.469871292
977	3.469733865
978	3.469580492
979	3.469341671
980	3.469340793
981	3.469171375
982	3.4690092
983	3.468709483
984	3.468567108
985	3.468292252
986	3.468130431
987	3.468111858
988	3.468104465
989	3.467946703
990	3.467801801
991	3.46773076
992	3.467573664
993	3.467559817
994	3.467383512
995	3.467276856
996	3.467106818
997	3.467054328
998	3.466877874
999	3.46676532
1000	3.466515332
1001	3.466341161
1002	3.466335327
1003	3.466067988
1004	3.46588847
1005	3.465850934
1006	3.465752655
1007	3.465611676
1008	3.465541576
1009	3.465155204
1010	3.465073369
1011	3.465002697
1012	3.464883371
1013	3.464756709
1014	3.464755121
1015	3.464565338
1016	3.464325674
1017	3.464302797
1018	3.464141727
1019	3.464132659
1020	3.463971663
1021	3.463835831
1022	3.463832801
1023	3.463624945
1024	3.463439138
1025	3.463438525
1026	3.46341875
1027	3.463201459
1028	3.463120026
1029	3.46311743
1030	3.463028097
1031	3.462866371
1032	3.462636067
1033	3.462620258
1034	3.462298188
1035	3.462264599
1036	3.462135589
1037	3.462134906
1038	3.462125015
1039	3.461963676
1040	3.461714808
1041	3.461603187
1042	3.461434477
1043	3.4612933
1044	3.461180843
1045	3.461175223
1046	3.460874353
1047	3.460638191
1048	3.460445423
1049	3.460395831
1050	3.460388319
1051	3.460278472
1052	3.460203998
1053	3.46020196
1054	3.460200079
1055	3.46000022
1056	3.459833663
1057	3.459832887
1058	3.45980489
1059	3.459745601
1060	3.459494666
1061	3.459361886
1062	3.45926979
1063	3.459106852
1064	3.458899884
1065	3.458898015
1066	3.458889433
1067	3.45888851
1068	3.458710153
1069	3.45856773
1070	3.458403584
1071	3.458231284
1072	3.458154215
1073	3.457952643
1074	3.457816823
1075	3.457807299
1076	3.457674255
1077	3.457473647
1078	3.457370562
1079	3.457222446
1080	3.457089326
1081	3.456962653
1082	3.45691276
1083	3.456910213
1084	3.456821444
1085	3.456527528
1086	3.45648686
1087	3.456345313
1088	3.456310468
1089	3.456277922
1090	3.456262893
1091	3.456079393
1092	3.456075325
1093	3.455976533
1094	3.455850699
1095	3.455637694
1096	3.455635643
1097	3.45549049
1098	3.455490037
1099	3.455422221
1100	3.455141732
1101	3.455016334
1102	3.45484938
1103	3.454838127
1104	3.454726307
1105	3.454724571
1106	3.454605684
1107	3.454576216
1108	3.454476099
1109	3.454322132
1110	3.454194984
1111	3.454074077
1112	3.453993018
1113	3.45387281
1114	3.453611467
1115	3.453600618
1116	3.453573441
1117	3.453484554
1118	3.453483935
1119	3.453419226
1120	3.453352244
1121	3.453170108
1122	3.452871328
1123	3.452846519
1124	3.452844272
1125	3.452611925
1126	3.452586506
1127	3.452452229
1128	3.452421671
1129	3.452400253
1130	3.452393461
1131	3.452313189
1132	3.452183899
1133	3.452178386
1134	3.452156384
1135	3.45207864
1136	3.451800738
1137	3.451695711
1138	3.451688821
1139	3.451565405
1140	3.451342704
1141	3.451156431
1142	3.450992534
1143	3.450991073
1144	3.450942776
1145	3.450909048
1146	3.450823495
1147	3.450626103
1148	3.450556509
1149	3.450422503
1150	3.450289221
1151	3.450280811
1152	3.450236172
1153	3.450143987
1154	3.450133578
1155	3.450129994
1156	3.449885041
1157	3.449830744
1158	3.449726316
1159	3.449724688
1160	3.449663294
1161	3.449550597
1162	3.449548802
1163	3.449355758
1164	3.449218449
1165	3.449023187
1166	3.448963708
1167	3.448844253
1168	3.448631002
1169	3.448500388
1170	3.448339714
1171	3.44826676
1172	3.4482156
1173	3.448206461
1174	3.448016974
1175	3.447913272
1176	3.447662528
1177	3.44747772
1178	3.447469653
1179	3.447316765
1180	3.447315213
1181	3.447273235
1182	3.447054728
1183	3.44696184
1184	3.44682125
1185	3.446688655
1186	3.446572444
1187	3.44641545
1188	3.446413827
1189	3.446270415
1190	3.446269662
1191	3.44626655
1192	3.446216774
1193	3.44614481
1194	3.44601422
1195	3.446003118
1196	3.445885709
1197	3.445623788
1198	3.445540286
1199	3.445516628
1200	3.445515143
1201	3.445514792
1202	3.445514371
1203	3.445341122
1204	3.445269707
1205	3.44501717
1206	3.444910698
1207	3.444908218
1208	3.444907575
1209	3.444855266
1210	3.444688766
1211	3.444517748
1212	3.444517027
1213	3.444303162
1214	3.44404423
1215	3.444042655
1216	3.443932008
1217	3.443741678
1218	3.443703748
1219	3.44344303
1220	3.443342551
1221	3.443333206
1222	3.443125248
1223	3.442899994
1224	3.442898266
1225	3.44284172
1226	3.442752258
1227	3.442707605
1228	3.442594153
1229	3.442489042
1230	3.442487438
1231	3.442440364
1232	3.442184764
1233	3.442090024
1234	3.442070739
1235	3.441941709
1236	3.441810577
1237	3.441769141
1238	3.441767485
1239	3.441579397
1240	3.441572819
1241	3.441368178
1242	3.441335442
1243	3.441148446
1244	3.441083486
1245	3.441082861
1246	3.441032498
1247	3.441025663
1248	3.440761521
1249	3.440606853
1250	3.440577498
1251	3.440450282
1252	3.44018701
1253	3.439921138
1254	3.439743079
1255	3.439598904
1256	3.439466599
1257	3.439340728
1258	3.439340371
1259	3.439308238
1260	3.439306556
1261	3.439220298
1262	3.439180437
1263	3.43907277
1264	3.438926417
1265	3.438923501
1266	3.43878153
1267	3.438760958
1268	3.438551222
1269	3.438353104
1270	3.43835162
1271	3.438215654
1272	3.438085877
1273	3.437988536
1274	3.437880472
1275	3.437606793
1276	3.437519256
1277	3.43732259
1278	3.437320316
1279	3.437188114
1280	3.437079236
1281	3.43698425
1282	3.436978102
1283	3.436875193
1284	3.436869158
1285	3.436816921
1286	3.436611842
1287	3.436439668
1288	3.436434244
1289	3.436391691
1290	3.436296028
1291	3.43626694
1292	3.436142188
1293	3.436081336
1294	3.435944778
1295	3.435845005
1296	3.435630718
1297	3.435384441
1298	3.43531455
1299	3.435096518
1300	3.434975912
1301	3.434913869
1302	3.434894299
1303	3.434892144
1304	3.434544673
1305	3.434407756
1306	3.434271317
1307	3.434156014
1308	3.434155699
1309	3.434131903
1310	3.434048014
1311	3.43386205
1312	3.433703539
1313	3.433672028
1314	3.433493589
1315	3.433342472
1316	3.433211008
1317	3.433185219
1318	3.432948758
1319	3.43288177
1320	3.432711705
1321	3.43258061
1322	3.432417257
1323	3.432402443
1324	3.432268972
1325	3.4322268
1326	3.432122164
1327	3.431953519
1328	3.431947416
1329	3.431886108
1330	3.431673803
1331	3.431536658
1332	3.431374973
1333	3.431211174
1334	3.431111557
1335	3.431012993
1336	3.430890542
1337	3.430887717
1338	3.430887252
1339	3.430835215
1340	3.430615469
1341	3.43060956
1342	3.430449319
1343	3.430336441
1344	3.430216602
1345	3.430036201
1346	3.42989129
1347	3.429722232
1348	3.429597262
1349	3.429464228
1350	3.429222716
1351	3.429213847
1352	3.429189238
1353	3.429059996
1354	3.429056105
1355	3.429018312
1356	3.428907134
1357	3.42878064
1358	3.428614055
1359	3.428414272
1360	3.428288727
1361	3.428231049
1362	3.428048592
1363	3.42786604
1364	3.427773646
1365	3.427573201
1366	3.427467913
1367	3.427462659
1368	3.427275052
1369	3.427186059
1370	3.427133766
1371	3.427119076
1372	3.427050308
1373	3.426880509
1374	3.426691459
1375	3.42646414
1376	3.426446293
1377	3.426300673
1378	3.426285505
1379	3.426184556
1380	3.425953081
1381	3.425926481
1382	3.425897728
1383	3.425849438
1384	3.425709228
1385	3.425655773
1386	3.425467568
1387	3.425293096
1388	3.425291728
1389	3.425290995
1390	3.425165221
1391	3.424995556
1392	3.42468174
1393	3.4246612
1394	3.424418084
1395	3.424417759
1396	3.424405342
1397	3.424394128
1398	3.424338829
1399	3.424072132
1400	3.423984175
1401	3.423805857
1402	3.423666987
1403	3.423656418
1404	3.423550559
1405	3.423455842
1406	3.423393829
1407	3.423175801
1408	3.423107693
1409	3.422961337
1410	3.422835978
1411	3.422763265
1412	3.422760576
1413	3.422668977
1414	3.422537047
1415	3.422523607
1416	3.422376781
1417	3.422321016
1418	3.422147885
1419	3.422020376
1420	3.421855785
1421	3.421752813
1422	3.42158898
1423	3.421588499
1424	3.421356118
1425	3.421326012
1426	3.421234197
1427	3.42106685
1428	3.420942918
1429	3.420924211
1430	3.420812404
1431	3.420795392
1432	3.420663856
1433	3.420647444
1434	3.420530053
1435	3.42045459
1436	3.420406181
1437	3.420332176
1438	3.420307124
1439	3.420126514
1440	3.419967203
1441	3.419966535
1442	3.419952877
1443	3.419813842
1444	3.419701098
1445	3.419601369
1446	3.419543281
1447	3.419423815
1448	3.419311277
1449	3.419207078
1450	3.41908446
1451	3.418796374
1452	3.418628965
1453	3.41839712
1454	3.418296056
1455	3.418162442
1456	3.417969665
1457	3.417836153
1458	3.41782059
1459	3.41781995
1460	3.417709749
1461	3.417708187
1462	3.417642452
1463	3.417521367
1464	3.417374888
1465	3.417145607
1466	3.416987281
1467	3.416870182
1468	3.416601128
1469	3.416595531
1470	3.416459912
1471	3.416441
1472	3.416299235
1473	3.416245295
1474	3.416111091
1475	3.415917608
1476	3.415915379
1477	3.415878467
1478	3.415729113
1479	3.415692049
1480	3.415528409
1481	3.415280687
1482	3.415125736
1483	3.415036761
1484	3.415030959
1485	3.414970116
1486	3.414758957
1487	3.414755222
1488	3.414701353
1489	3.414546298
1490	3.41453254
1491	3.41445008
1492	3.414403688
1493	3.414338556
1494	3.414227217
1495	3.414107249
1496	3.414096669
1497	3.414093491
1498	3.414092204
1499	3.414005181
1500	3.414004898
1501	3.413840241
1502	3.413680603
1503	3.413394702
1504	3.413257968
1505	3.413256717
1506	3.413141976
1507	3.412981438
1508	3.412854126
1509	3.412848388
1510	3.412822781
1511	3.412703192
1512	3.412582788
1513	3.412428272
1514	3.412266093
1515	3.412000614
1516	3.411857654
1517	3.411680458
1518	3.411458699
1519	3.411423377
1520	3.411330068
1521	3.411124733
1522	3.411006229
1523	3.410851372
1524	3.410709209
1525	3.410671445
1526	3.410667399
1527	3.410666786
1528	3.410564982
1529	3.410425527
1530	3.41027181
1531	3.410165548
1532	3.410130095
1533	3.410024323
1534	3.409974157
1535	3.409762759
1536	3.409688944
1537	3.409584224
1538	3.409458576
1539	3.409364229
1540	3.409148885
1541	3.409063136
1542	3.408880077
1543	3.408782134
1544	3.408581261
1545	3.40857676
1546	3.408480318
1547	3.40839471
1548	3.408288302
1549	3.408202234
1550	3.408096552
1551	3.408092586
1552	3.408057782
1553	3.407955303
1554	3.407854115
1555	3.407814671
1556	3.407641348
1557	3.407509799
1558	3.407385494
1559	3.407360185
1560	3.407200602
1561	3.40708806
1562	3.407087778
1563	3.407087413
1564	3.407086463
1565	3.406945233
1566	3.406789294
1567	3.406789061
1568	3.406650971
1569	3.406486199
1570	3.406460327
1571	3.406292331
1572	3.406124663
1573	3.405939757
1574	3.405773927
1575	3.405632245
1576	3.405386538
1577	3.405385249
1578	3.405379817
1579	3.4052019
1580	3.405065173
1581	3.405007006
1582	3.404853365
1583	3.404848799
1584	3.404831225
1585	3.404695085
1586	3.404593596
1587	3.404438503
1588	3.404434412
1589	3.404390295
1590	3.404233248
1591	3.40423298
1592	3.404022249
1593	3.403989074
1594	3.40398826
1595	3.403945221
1596	3.403771059
1597	3.40369758
1598	3.403446867
1599	3.403443267
1600	3.403271177
1601	3.403078012
1602	3.402799598
1603	3.402726697
1604	3.402551822
1605	3.402459775
1606	3.402163886
1607	3.402163636
1608	3.402079939
1609	3.401948644
1610	3.401733811
1611	3.401610448
1612	3.401484693
1613	3.401469908
1614	3.401416567
1615	3.401369236
1616	3.401304924
1617	3.401115546
1618	3.401048875
1619	3.400942726
1620	3.400782579
1621	3.400686273
1622	3.400644867
1623	3.400644639
1624	3.400498944
1625	3.400329898
1626	3.400329036
1627	3.400196914
1628	3.400081933
1629	3.399969377
1630	3.399920975
1631	3.39992051
1632	3.399841321
1633	3.399610441
1634	3.399510488
1635	3.399399183
1636	3.399294853
1637	3.399149131
1638	3.399059314
1639	3.398979416
1640	3.398978956
1641	3.398862884
1642	3.398862548
1643	3.39881073
1644	3.398648373
1645	3.398478321
1646	3.398466045
1647	3.398312777
1648	3.398262499
1649	3.398142686
1650	3.398024078
1651	3.397889251
1652	3.397632188
1653	3.397555315
1654	3.397483196
1655	3.39739122
1656	3.397248024
1657	3.397103267
1658	3.397038506
1659	3.396956918
1660	3.396850441
1661	3.39675583
1662	3.396657036
1663	3.396656693
1664	3.396557109
